From_ID,Origin,To_ID,Destination,Time
KG5A,Kwasa Damansara,KJ8,Damai,37
KG6,Kwasa Sentral,KJ8,Damai,35
KG7,Kota Damansara,KJ8,Damai,31
KG8,Surian,KJ8,Damai,29
KG9,Mutiara Damansara,KJ8,Damai,27
KG10,Bandar Utama,KJ8,Damai,25
KG12,TTDI,KJ8,Damai,21
KG12A,Phileo Damansara,KJ8,Damai,17
KG13,Pusat Bandar Damansara,KJ8,Damai,46
KG14,Semantan,KJ8,Damai,43
KG15,Muzium Negara,KJ8,Damai,38
KG16,Pasar Seni (SBK),KJ8,Damai,36
KG17,Merdeka,KJ8,Damai,32
KG18A,Bukit Bintang,KJ8,Damai,30
KG20,Tun Razak Exchange (TRX),KJ8,Damai,28
KG21,Cochrane,KJ8,Damai,26
KG22,Maluri (SBK),KJ8,Damai,22
KG23,Taman Pertama,KJ8,Damai,18
KG24,Taman Midah,KJ8,Damai,47
KG25,Taman Mutiara,KJ8,Damai,44
KG26,Taman Connaught,KJ8,Damai,39
KG27,Taman Suntex,KJ8,Damai,37
KG28,Sri Raya,KJ8,Damai,33
KG29,Bandar Tun Hussein Onn,KJ8,Damai,31
KG30,Batu 11 Cheras,KJ8,Damai,29
KG31,Bukit Dukung,KJ8,Damai,27
KG33,Sungai Jernih,KJ8,Damai,23
KG34,Stadium Kajang,KJ8,Damai,19
KG35,Kajang,KJ8,Damai,48
KJ1,Gombak,KJ9,Ampang Park,21
KJ2,Taman Melati,KJ9,Ampang Park,18
KJ3,Wangsa Maju,KJ9,Ampang Park,14
KJ4,Sri Rampai,KJ9,Ampang Park,12
KJ5,Setiawangsa,KJ9,Ampang Park,6
KJ6,Jelatek,KJ9,Ampang Park,4
KJ7,Dato' Keramat,KJ9,Ampang Park,3
KJ8,Damai,KJ9,Ampang Park,2
KJ9,Ampang Park,KJ9,Ampang Park,0
KJ10,KLCC,KJ9,Ampang Park,1
KJ11,Kampung Baru,KJ9,Ampang Park,3
KJ12,Dang Wangi,KJ9,Ampang Park,5
KJ13,Masjid Jamek (KJL),KJ9,Ampang Park,7
KJ14,Pasar Seni (KJL),KJ9,Ampang Park,8
KJ15,KL Sentral (KJL),KJ9,Ampang Park,11
KJ16,Bangsar,KJ9,Ampang Park,13
KJ17,Abdullah Hukum,KJ9,Ampang Park,16
KJ18,Kerinchi,KJ9,Ampang Park,17
KJ19,Universiti,KJ9,Ampang Park,19
KJ20,Taman Jaya,KJ9,Ampang Park,23
KJ21,Asia Jaya,KJ9,Ampang Park,25
KJ22,Taman Paramount,KJ9,Ampang Park,28
KJ23,Taman Bahagia,KJ9,Ampang Park,31
KJ24,Kelana Jaya,KJ9,Ampang Park,33
KJ25,Lembah Subang,KJ9,Ampang Park,36
KJ26,Ara Damansara,KJ9,Ampang Park,38
KJ27,Glenmarie,KJ9,Ampang Park,41
KJ28,Subang Jaya,KJ9,Ampang Park,42
KJ29,SS 15,KJ9,Ampang Park,46
KJ30,SS 18,KJ9,Ampang Park,48
KJ31,USJ 7 (KJL),KJ9,Ampang Park,51
KJ32,Taipan,KJ9,Ampang Park,52
KJ33,Wawasan,KJ9,Ampang Park,55
KJ34,USJ 21,KJ9,Ampang Park,57
KJ35,Alam Megah,KJ9,Ampang Park,60
KJ36,Subang Alam,KJ9,Ampang Park,63
KJ37,Putra Heights (KJL),KJ9,Ampang Park,67
KG4,Sungai Buloh,KJ9,Ampang Park,43
KG5,Kampung Selamat,KJ9,Ampang Park,40
KG5A,Kwasa Damansara,KJ9,Ampang Park,35
KG6,Kwasa Sentral,KJ9,Ampang Park,33
KG7,Kota Damansara,KJ9,Ampang Park,29
KG8,Surian,KJ9,Ampang Park,27
KG9,Mutiara Damansara,KJ9,Ampang Park,25
KG10,Bandar Utama,KJ9,Ampang Park,23
KG12,TTDI,KJ9,Ampang Park,19
KG12A,Phileo Damansara,KJ9,Ampang Park,15
KG13,Pusat Bandar Damansara,KJ9,Ampang Park,44
KG14,Semantan,KJ9,Ampang Park,41
KG15,Muzium Negara,KJ9,Ampang Park,36
KG16,Pasar Seni (SBK),KJ9,Ampang Park,34
KG17,Merdeka,KJ9,Ampang Park,30
KG18A,Bukit Bintang,KJ9,Ampang Park,28
KG20,Tun Razak Exchange (TRX),KJ9,Ampang Park,26
KG21,Cochrane,KJ9,Ampang Park,24
KG22,Maluri (SBK),KJ9,Ampang Park,20
KG23,Taman Pertama,KJ9,Ampang Park,16
KG24,Taman Midah,KJ9,Ampang Park,45
KG25,Taman Mutiara,KJ9,Ampang Park,42
KG26,Taman Connaught,KJ9,Ampang Park,37
KG27,Taman Suntex,KJ9,Ampang Park,35
KG28,Sri Raya,KJ9,Ampang Park,31
KG29,Bandar Tun Hussein Onn,KJ9,Ampang Park,29
KG30,Batu 11 Cheras,KJ9,Ampang Park,27
KG31,Bukit Dukung,KJ9,Ampang Park,25
KG33,Sungai Jernih,KJ9,Ampang Park,21
KG34,Stadium Kajang,KJ9,Ampang Park,17
KG35,Kajang,KJ9,Ampang Park,46
KJ1,Gombak,KJ10,KLCC,22
KJ2,Taman Melati,KJ10,KLCC,19
KJ3,Wangsa Maju,KJ10,KLCC,15
KJ4,Sri Rampai,KJ10,KLCC,13
KJ5,Setiawangsa,KJ10,KLCC,7
KJ6,Jelatek,KJ10,KLCC,5
KJ7,Dato' Keramat,KJ10,KLCC,4
KJ8,Damai,KJ10,KLCC,3
KJ9,Ampang Park,KJ10,KLCC,1
KJ10,KLCC,KJ10,KLCC,0
KJ11,Kampung Baru,KJ10,KLCC,2
KJ12,Dang Wangi,KJ10,KLCC,4
KJ13,Masjid Jamek (KJL),KJ10,KLCC,6
KJ14,Pasar Seni (KJL),KJ10,KLCC,7
KJ15,KL Sentral (KJL),KJ10,KLCC,10
KJ16,Bangsar,KJ10,KLCC,12
KJ17,Abdullah Hukum,KJ10,KLCC,15
KJ18,Kerinchi,KJ10,KLCC,16
KJ19,Universiti,KJ10,KLCC,18
KJ20,Taman Jaya,KJ10,KLCC,22
KJ21,Asia Jaya,KJ10,KLCC,24
KJ22,Taman Paramount,KJ10,KLCC,27
KJ23,Taman Bahagia,KJ10,KLCC,30
KJ24,Kelana Jaya,KJ10,KLCC,32
KJ25,Lembah Subang,KJ10,KLCC,35
KJ26,Ara Damansara,KJ10,KLCC,37
KJ27,Glenmarie,KJ10,KLCC,40
KJ28,Subang Jaya,KJ10,KLCC,41
KJ29,SS 15,KJ10,KLCC,45
KJ30,SS 18,KJ10,KLCC,47
KJ31,USJ 7 (KJL),KJ10,KLCC,50
KJ32,Taipan,KJ10,KLCC,51
KJ33,Wawasan,KJ10,KLCC,54
KJ34,USJ 21,KJ10,KLCC,56
KJ35,Alam Megah,KJ10,KLCC,59
KJ36,Subang Alam,KJ10,KLCC,62
KJ37,Putra Heights (KJL),KJ10,KLCC,66
KG4,Sungai Buloh,KJ10,KLCC,41
KG5,Kampung Selamat,KJ10,KLCC,38
KG5A,Kwasa Damansara,KJ10,KLCC,33
KG6,Kwasa Sentral,KJ10,KLCC,31
KG7,Kota Damansara,KJ10,KLCC,27
KG8,Surian,KJ10,KLCC,25
KG9,Mutiara Damansara,KJ10,KLCC,23
KG10,Bandar Utama,KJ10,KLCC,21
KG12,TTDI,KJ10,KLCC,17
KG12A,Phileo Damansara,KJ10,KLCC,13
KG13,Pusat Bandar Damansara,KJ10,KLCC,42
KG14,Semantan,KJ10,KLCC,39
KG15,Muzium Negara,KJ10,KLCC,34
KG16,Pasar Seni (SBK),KJ10,KLCC,32
KG17,Merdeka,KJ10,KLCC,28
KG18A,Bukit Bintang,KJ10,KLCC,26
KG20,Tun Razak Exchange (TRX),KJ10,KLCC,24
KG21,Cochrane,KJ10,KLCC,22
KG22,Maluri (SBK),KJ10,KLCC,18
KG23,Taman Pertama,KJ10,KLCC,14
KG24,Taman Midah,KJ10,KLCC,43
KG25,Taman Mutiara,KJ10,KLCC,40
KG26,Taman Connaught,KJ10,KLCC,35
KG27,Taman Suntex,KJ10,KLCC,33
KG28,Sri Raya,KJ10,KLCC,29
KG29,Bandar Tun Hussein Onn,KJ10,KLCC,27
KG30,Batu 11 Cheras,KJ10,KLCC,25
KG31,Bukit Dukung,KJ10,KLCC,23
KG33,Sungai Jernih,KJ10,KLCC,19
KG34,Stadium Kajang,KJ10,KLCC,15
KG35,Kajang,KJ10,KLCC,44
KJ1,Gombak,KJ11,Kampung Baru,24
KJ2,Taman Melati,KJ11,Kampung Baru,21
KJ3,Wangsa Maju,KJ11,Kampung Baru,17
KJ4,Sri Rampai,KJ11,Kampung Baru,15
KJ5,Setiawangsa,KJ11,Kampung Baru,9
KJ6,Jelatek,KJ11,Kampung Baru,7
KJ7,Dato' Keramat,KJ11,Kampung Baru,6
KJ8,Damai,KJ11,Kampung Baru,5
KJ9,Ampang Park,KJ11,Kampung Baru,3
KJ10,KLCC,KJ11,Kampung Baru,2
KJ11,Kampung Baru,KJ11,Kampung Baru,0
KJ12,Dang Wangi,KJ11,Kampung Baru,2
KJ13,Masjid Jamek (KJL),KJ11,Kampung Baru,4
KJ14,Pasar Seni (KJL),KJ11,Kampung Baru,5
KJ15,KL Sentral (KJL),KJ11,Kampung Baru,8
KJ16,Bangsar,KJ11,Kampung Baru,10
KJ17,Abdullah Hukum,KJ11,Kampung Baru,13
KJ18,Kerinchi,KJ11,Kampung Baru,14
KJ19,Universiti,KJ11,Kampung Baru,16
KJ20,Taman Jaya,KJ11,Kampung Baru,20
KJ21,Asia Jaya,KJ11,Kampung Baru,22
KJ22,Taman Paramount,KJ11,Kampung Baru,25
KJ23,Taman Bahagia,KJ11,Kampung Baru,28
KJ24,Kelana Jaya,KJ11,Kampung Baru,30
KJ25,Lembah Subang,KJ11,Kampung Baru,33
KJ26,Ara Damansara,KJ11,Kampung Baru,35
KJ27,Glenmarie,KJ11,Kampung Baru,38
KJ28,Subang Jaya,KJ11,Kampung Baru,39
KJ29,SS 15,KJ11,Kampung Baru,43
KJ30,SS 18,KJ11,Kampung Baru,45
KJ31,USJ 7 (KJL),KJ11,Kampung Baru,48
KJ32,Taipan,KJ11,Kampung Baru,49
KJ33,Wawasan,KJ11,Kampung Baru,52
KJ34,USJ 21,KJ11,Kampung Baru,54
KJ35,Alam Megah,KJ11,Kampung Baru,57
KJ36,Subang Alam,KJ11,Kampung Baru,60
KJ37,Putra Heights (KJL),KJ11,Kampung Baru,64
KG4,Sungai Buloh,KJ11,Kampung Baru,39
KG5,Kampung Selamat,KJ11,Kampung Baru,36
KG5A,Kwasa Damansara,KJ11,Kampung Baru,31
KG6,Kwasa Sentral,KJ11,Kampung Baru,29
KG7,Kota Damansara,KJ11,Kampung Baru,25
KG8,Surian,KJ11,Kampung Baru,23
KG9,Mutiara Damansara,KJ11,Kampung Baru,21
KG10,Bandar Utama,KJ11,Kampung Baru,19
KG12,TTDI,KJ11,Kampung Baru,15
KG12A,Phileo Damansara,KJ11,Kampung Baru,11
KG13,Pusat Bandar Damansara,KJ11,Kampung Baru,40
KG14,Semantan,KJ11,Kampung Baru,37
KG15,Muzium Negara,KJ11,Kampung Baru,32
KG16,Pasar Seni (SBK),KJ11,Kampung Baru,30
KG17,Merdeka,KJ11,Kampung Baru,26
KG18A,Bukit Bintang,KJ11,Kampung Baru,24
KG20,Tun Razak Exchange (TRX),KJ11,Kampung Baru,22
KG21,Cochrane,KJ11,Kampung Baru,20
KG22,Maluri (SBK),KJ11,Kampung Baru,16
KG23,Taman Pertama,KJ11,Kampung Baru,12
KG24,Taman Midah,KJ11,Kampung Baru,41
KG25,Taman Mutiara,KJ11,Kampung Baru,38
KG26,Taman Connaught,KJ11,Kampung Baru,33
KG27,Taman Suntex,KJ11,Kampung Baru,31
KG28,Sri Raya,KJ11,Kampung Baru,27
KG29,Bandar Tun Hussein Onn,KJ11,Kampung Baru,25
KG30,Batu 11 Cheras,KJ11,Kampung Baru,23
KG31,Bukit Dukung,KJ11,Kampung Baru,21
KG33,Sungai Jernih,KJ11,Kampung Baru,17
KG34,Stadium Kajang,KJ11,Kampung Baru,13
KG35,Kajang,KJ11,Kampung Baru,42
KJ1,Gombak,KJ12,Dang Wangi,26
KJ2,Taman Melati,KJ12,Dang Wangi,23
KJ3,Wangsa Maju,KJ12,Dang Wangi,19
KJ4,Sri Rampai,KJ12,Dang Wangi,17
KJ5,Setiawangsa,KJ12,Dang Wangi,11
KJ6,Jelatek,KJ12,Dang Wangi,9
KJ7,Dato' Keramat,KJ12,Dang Wangi,8
KJ8,Damai,KJ12,Dang Wangi,7
KJ9,Ampang Park,KJ12,Dang Wangi,5
KJ10,KLCC,KJ12,Dang Wangi,4
KJ11,Kampung Baru,KJ12,Dang Wangi,2
KJ12,Dang Wangi,KJ12,Dang Wangi,0
KJ13,Masjid Jamek (KJL),KJ12,Dang Wangi,2
KJ14,Pasar Seni (KJL),KJ12,Dang Wangi,3
KJ15,KL Sentral (KJL),KJ12,Dang Wangi,6
KJ16,Bangsar,KJ12,Dang Wangi,8
KJ17,Abdullah Hukum,KJ12,Dang Wangi,11
KJ18,Kerinchi,KJ12,Dang Wangi,12
KJ19,Universiti,KJ12,Dang Wangi,14
KJ20,Taman Jaya,KJ12,Dang Wangi,18
KJ21,Asia Jaya,KJ12,Dang Wangi,20
KJ22,Taman Paramount,KJ12,Dang Wangi,23
KJ23,Taman Bahagia,KJ12,Dang Wangi,26
KJ24,Kelana Jaya,KJ12,Dang Wangi,28
KJ25,Lembah Subang,KJ12,Dang Wangi,31
KJ26,Ara Damansara,KJ12,Dang Wangi,33
KJ27,Glenmarie,KJ12,Dang Wangi,36
KJ28,Subang Jaya,KJ12,Dang Wangi,37
KJ29,SS 15,KJ12,Dang Wangi,41
KJ30,SS 18,KJ12,Dang Wangi,43
KJ31,USJ 7 (KJL),KJ12,Dang Wangi,46
KJ32,Taipan,KJ12,Dang Wangi,47
KJ33,Wawasan,KJ12,Dang Wangi,50
KJ34,USJ 21,KJ12,Dang Wangi,52
KJ35,Alam Megah,KJ12,Dang Wangi,55
KJ36,Subang Alam,KJ12,Dang Wangi,58
KJ37,Putra Heights (KJL),KJ12,Dang Wangi,62
KG4,Sungai Buloh,KJ12,Dang Wangi,38
KG5,Kampung Selamat,KJ12,Dang Wangi,35
KG5A,Kwasa Damansara,KJ12,Dang Wangi,30
KG6,Kwasa Sentral,KJ12,Dang Wangi,28
KG7,Kota Damansara,KJ12,Dang Wangi,24
KG8,Surian,KJ12,Dang Wangi,22
KG9,Mutiara Damansara,KJ12,Dang Wangi,20
KG10,Bandar Utama,KJ12,Dang Wangi,18
KG12,TTDI,KJ12,Dang Wangi,14
KG12A,Phileo Damansara,KJ12,Dang Wangi,10
KG13,Pusat Bandar Damansara,KJ12,Dang Wangi,39
KG14,Semantan,KJ12,Dang Wangi,36
KG15,Muzium Negara,KJ12,Dang Wangi,31
KG16,Pasar Seni (SBK),KJ12,Dang Wangi,29
KG17,Merdeka,KJ12,Dang Wangi,25
KG18A,Bukit Bintang,KJ12,Dang Wangi,23
KG20,Tun Razak Exchange (TRX),KJ12,Dang Wangi,21
KG21,Cochrane,KJ12,Dang Wangi,19
KG22,Maluri (SBK),KJ12,Dang Wangi,15
KG23,Taman Pertama,KJ12,Dang Wangi,11
KG24,Taman Midah,KJ12,Dang Wangi,40
KG25,Taman Mutiara,KJ12,Dang Wangi,37
KG26,Taman Connaught,KJ12,Dang Wangi,32
KG27,Taman Suntex,KJ12,Dang Wangi,30
KG28,Sri Raya,KJ12,Dang Wangi,26
KG29,Bandar Tun Hussein Onn,KJ12,Dang Wangi,24
KG30,Batu 11 Cheras,KJ12,Dang Wangi,22
KG31,Bukit Dukung,KJ12,Dang Wangi,20
KG33,Sungai Jernih,KJ12,Dang Wangi,16
KG34,Stadium Kajang,KJ12,Dang Wangi,12
KG35,Kajang,KJ12,Dang Wangi,41
KJ1,Gombak,KJ13,Masjid Jamek (KJL),28
KJ2,Taman Melati,KJ13,Masjid Jamek (KJL),25
KJ3,Wangsa Maju,KJ13,Masjid Jamek (KJL),21
KJ4,Sri Rampai,KJ13,Masjid Jamek (KJL),19
KJ5,Setiawangsa,KJ13,Masjid Jamek (KJL),13
KJ6,Jelatek,KJ13,Masjid Jamek (KJL),11
KJ7,Dato' Keramat,KJ13,Masjid Jamek (KJL),10
KJ8,Damai,KJ13,Masjid Jamek (KJL),9
KJ9,Ampang Park,KJ13,Masjid Jamek (KJL),7
KJ10,KLCC,KJ13,Masjid Jamek (KJL),6
KJ11,Kampung Baru,KJ13,Masjid Jamek (KJL),4
KJ12,Dang Wangi,KJ13,Masjid Jamek (KJL),2
KJ13,Masjid Jamek (KJL),KJ13,Masjid Jamek (KJL),0
KJ14,Pasar Seni (KJL),KJ13,Masjid Jamek (KJL),1
KJ15,KL Sentral (KJL),KJ13,Masjid Jamek (KJL),4
KJ16,Bangsar,KJ13,Masjid Jamek (KJL),6
KJ17,Abdullah Hukum,KJ13,Masjid Jamek (KJL),9
KJ18,Kerinchi,KJ13,Masjid Jamek (KJL),10
KJ19,Universiti,KJ13,Masjid Jamek (KJL),12
KJ20,Taman Jaya,KJ13,Masjid Jamek (KJL),16
KJ21,Asia Jaya,KJ13,Masjid Jamek (KJL),18
KJ22,Taman Paramount,KJ13,Masjid Jamek (KJL),21
KJ23,Taman Bahagia,KJ13,Masjid Jamek (KJL),24
KJ24,Kelana Jaya,KJ13,Masjid Jamek (KJL),26
KJ25,Lembah Subang,KJ13,Masjid Jamek (KJL),29
KJ26,Ara Damansara,KJ13,Masjid Jamek (KJL),31
KJ27,Glenmarie,KJ13,Masjid Jamek (KJL),34
KJ28,Subang Jaya,KJ13,Masjid Jamek (KJL),35
KJ29,SS 15,KJ13,Masjid Jamek (KJL),39
KJ30,SS 18,KJ13,Masjid Jamek (KJL),41
KJ31,USJ 7 (KJL),KJ13,Masjid Jamek (KJL),44
KJ32,Taipan,KJ13,Masjid Jamek (KJL),45
KJ33,Wawasan,KJ13,Masjid Jamek (KJL),48
KJ34,USJ 21,KJ13,Masjid Jamek (KJL),50
KJ35,Alam Megah,KJ13,Masjid Jamek (KJL),53
KJ36,Subang Alam,KJ13,Masjid Jamek (KJL),56
KJ37,Putra Heights (KJL),KJ13,Masjid Jamek (KJL),60
KG4,Sungai Buloh,KJ13,Masjid Jamek (KJL),35
KG5,Kampung Selamat,KJ13,Masjid Jamek (KJL),32
KG5A,Kwasa Damansara,KJ13,Masjid Jamek (KJL),27
KG6,Kwasa Sentral,KJ13,Masjid Jamek (KJL),25
KG7,Kota Damansara,KJ13,Masjid Jamek (KJL),21
KG8,Surian,KJ13,Masjid Jamek (KJL),19
KG9,Mutiara Damansara,KJ13,Masjid Jamek (KJL),17
KG10,Bandar Utama,KJ13,Masjid Jamek (KJL),15
KG12,TTDI,KJ13,Masjid Jamek (KJL),11
KG12A,Phileo Damansara,KJ13,Masjid Jamek (KJL),7
KG13,Pusat Bandar Damansara,KJ13,Masjid Jamek (KJL),36
KG14,Semantan,KJ13,Masjid Jamek (KJL),33
KG15,Muzium Negara,KJ13,Masjid Jamek (KJL),28
KG16,Pasar Seni (SBK),KJ13,Masjid Jamek (KJL),26
KG17,Merdeka,KJ13,Masjid Jamek (KJL),22
KG18A,Bukit Bintang,KJ13,Masjid Jamek (KJL),20
KG20,Tun Razak Exchange (TRX),KJ13,Masjid Jamek (KJL),18
KG21,Cochrane,KJ13,Masjid Jamek (KJL),16
KG22,Maluri (SBK),KJ13,Masjid Jamek (KJL),12
KG23,Taman Pertama,KJ13,Masjid Jamek (KJL),8
KG24,Taman Midah,KJ13,Masjid Jamek (KJL),37
KG25,Taman Mutiara,KJ13,Masjid Jamek (KJL),34
KG26,Taman Connaught,KJ13,Masjid Jamek (KJL),29
KG27,Taman Suntex,KJ13,Masjid Jamek (KJL),27
KG28,Sri Raya,KJ13,Masjid Jamek (KJL),23
KG29,Bandar Tun Hussein Onn,KJ13,Masjid Jamek (KJL),21
KG30,Batu 11 Cheras,KJ13,Masjid Jamek (KJL),19
KG31,Bukit Dukung,KJ13,Masjid Jamek (KJL),17
KG33,Sungai Jernih,KJ13,Masjid Jamek (KJL),13
KG34,Stadium Kajang,KJ13,Masjid Jamek (KJL),9
KG35,Kajang,KJ13,Masjid Jamek (KJL),38
KJ1,Gombak,KJ14,Pasar Seni (KJL),29
KJ2,Taman Melati,KJ14,Pasar Seni (KJL),26
KJ3,Wangsa Maju,KJ14,Pasar Seni (KJL),22
KJ4,Sri Rampai,KJ14,Pasar Seni (KJL),20
KJ5,Setiawangsa,KJ14,Pasar Seni (KJL),14
KJ6,Jelatek,KJ14,Pasar Seni (KJL),12
KJ7,Dato' Keramat,KJ14,Pasar Seni (KJL),11
KJ8,Damai,KJ14,Pasar Seni (KJL),10
KJ9,Ampang Park,KJ14,Pasar Seni (KJL),8
KJ10,KLCC,KJ14,Pasar Seni (KJL),7
KJ11,Kampung Baru,KJ14,Pasar Seni (KJL),5
KJ12,Dang Wangi,KJ14,Pasar Seni (KJL),3
KJ13,Masjid Jamek (KJL),KJ14,Pasar Seni (KJL),1
KJ14,Pasar Seni (KJL),KJ14,Pasar Seni (KJL),0
KJ15,KL Sentral (KJL),KJ14,Pasar Seni (KJL),3
KJ16,Bangsar,KJ14,Pasar Seni (KJL),5
KJ17,Abdullah Hukum,KJ14,Pasar Seni (KJL),8
KJ18,Kerinchi,KJ14,Pasar Seni (KJL),9
KJ19,Universiti,KJ14,Pasar Seni (KJL),11
KJ20,Taman Jaya,KJ14,Pasar Seni (KJL),15
KJ21,Asia Jaya,KJ14,Pasar Seni (KJL),17
KJ22,Taman Paramount,KJ14,Pasar Seni (KJL),20
KJ23,Taman Bahagia,KJ14,Pasar Seni (KJL),23
KJ24,Kelana Jaya,KJ14,Pasar Seni (KJL),25
KJ25,Lembah Subang,KJ14,Pasar Seni (KJL),28
KJ26,Ara Damansara,KJ14,Pasar Seni (KJL),30
KJ27,Glenmarie,KJ14,Pasar Seni (KJL),33
KJ28,Subang Jaya,KJ14,Pasar Seni (KJL),34
KJ29,SS 15,KJ14,Pasar Seni (KJL),38
KJ30,SS 18,KJ14,Pasar Seni (KJL),40
KJ31,USJ 7 (KJL),KJ14,Pasar Seni (KJL),43
KJ32,Taipan,KJ14,Pasar Seni (KJL),44
KJ33,Wawasan,KJ14,Pasar Seni (KJL),47
KJ34,USJ 21,KJ14,Pasar Seni (KJL),49
KJ35,Alam Megah,KJ14,Pasar Seni (KJL),52
KJ36,Subang Alam,KJ14,Pasar Seni (KJL),55
KJ37,Putra Heights (KJL),KJ14,Pasar Seni (KJL),59
KG4,Sungai Buloh,KJ14,Pasar Seni (KJL),33
KG5,Kampung Selamat,KJ14,Pasar Seni (KJL),30
KG5A,Kwasa Damansara,KJ14,Pasar Seni (KJL),25
KG6,Kwasa Sentral,KJ14,Pasar Seni (KJL),23
KG7,Kota Damansara,KJ14,Pasar Seni (KJL),19
KG8,Surian,KJ14,Pasar Seni (KJL),17
KG9,Mutiara Damansara,KJ14,Pasar Seni (KJL),15
KG10,Bandar Utama,KJ14,Pasar Seni (KJL),13
KG12,TTDI,KJ14,Pasar Seni (KJL),9
KG12A,Phileo Damansara,KJ14,Pasar Seni (KJL),5
KG13,Pusat Bandar Damansara,KJ14,Pasar Seni (KJL),34
KG14,Semantan,KJ14,Pasar Seni (KJL),31
KG15,Muzium Negara,KJ14,Pasar Seni (KJL),26
KG16,Pasar Seni (SBK),KJ14,Pasar Seni (KJL),24
KG17,Merdeka,KJ14,Pasar Seni (KJL),20
KG18A,Bukit Bintang,KJ14,Pasar Seni (KJL),18
KG20,Tun Razak Exchange (TRX),KJ14,Pasar Seni (KJL),16
KG21,Cochrane,KJ14,Pasar Seni (KJL),14
KG22,Maluri (SBK),KJ14,Pasar Seni (KJL),10
KG23,Taman Pertama,KJ14,Pasar Seni (KJL),6
KG24,Taman Midah,KJ14,Pasar Seni (KJL),35
KG25,Taman Mutiara,KJ14,Pasar Seni (KJL),32
KG26,Taman Connaught,KJ14,Pasar Seni (KJL),27
KG27,Taman Suntex,KJ14,Pasar Seni (KJL),25
KG28,Sri Raya,KJ14,Pasar Seni (KJL),21
KG29,Bandar Tun Hussein Onn,KJ14,Pasar Seni (KJL),19
KG30,Batu 11 Cheras,KJ14,Pasar Seni (KJL),17
KG31,Bukit Dukung,KJ14,Pasar Seni (KJL),15
KG33,Sungai Jernih,KJ14,Pasar Seni (KJL),11
KG34,Stadium Kajang,KJ14,Pasar Seni (KJL),7
KG35,Kajang,KJ14,Pasar Seni (KJL),36
KJ1,Gombak,KJ15,KL Sentral (KJL),32
KJ2,Taman Melati,KJ15,KL Sentral (KJL),29
KJ3,Wangsa Maju,KJ15,KL Sentral (KJL),25
KJ4,Sri Rampai,KJ15,KL Sentral (KJL),23
KJ5,Setiawangsa,KJ15,KL Sentral (KJL),17
KJ6,Jelatek,KJ15,KL Sentral (KJL),15
KJ7,Dato' Keramat,KJ15,KL Sentral (KJL),14
KJ8,Damai,KJ15,KL Sentral (KJL),13
KJ9,Ampang Park,KJ15,KL Sentral (KJL),11
KJ10,KLCC,KJ15,KL Sentral (KJL),10
KJ11,Kampung Baru,KJ15,KL Sentral (KJL),8
KJ12,Dang Wangi,KJ15,KL Sentral (KJL),6
KJ13,Masjid Jamek (KJL),KJ15,KL Sentral (KJL),4
KJ14,Pasar Seni (KJL),KJ15,KL Sentral (KJL),3
KJ15,KL Sentral (KJL),KJ15,KL Sentral (KJL),0
KJ16,Bangsar,KJ15,KL Sentral (KJL),2
KJ17,Abdullah Hukum,KJ15,KL Sentral (KJL),5
KJ18,Kerinchi,KJ15,KL Sentral (KJL),6
KJ19,Universiti,KJ15,KL Sentral (KJL),8
KJ20,Taman Jaya,KJ15,KL Sentral (KJL),12
KJ21,Asia Jaya,KJ15,KL Sentral (KJL),14
KJ22,Taman Paramount,KJ15,KL Sentral (KJL),17
KJ23,Taman Bahagia,KJ15,KL Sentral (KJL),20
KJ24,Kelana Jaya,KJ15,KL Sentral (KJL),22
KJ25,Lembah Subang,KJ15,KL Sentral (KJL),25
KJ26,Ara Damansara,KJ15,KL Sentral (KJL),27
KJ27,Glenmarie,KJ15,KL Sentral (KJL),30
KJ28,Subang Jaya,KJ15,KL Sentral (KJL),31
KJ29,SS 15,KJ15,KL Sentral (KJL),35
KJ30,SS 18,KJ15,KL Sentral (KJL),37
KJ31,USJ 7 (KJL),KJ15,KL Sentral (KJL),40
KJ32,Taipan,KJ15,KL Sentral (KJL),41
KJ33,Wawasan,KJ15,KL Sentral (KJL),44
KJ34,USJ 21,KJ15,KL Sentral (KJL),46
KJ35,Alam Megah,KJ15,KL Sentral (KJL),49
KJ36,Subang Alam,KJ15,KL Sentral (KJL),52
KJ37,Putra Heights (KJL),KJ15,KL Sentral (KJL),56
KG4,Sungai Buloh,KJ15,KL Sentral (KJL),36
KG5,Kampung Selamat,KJ15,KL Sentral (KJL),33
KG5A,Kwasa Damansara,KJ15,KL Sentral (KJL),28
KG6,Kwasa Sentral,KJ15,KL Sentral (KJL),26
KG7,Kota Damansara,KJ15,KL Sentral (KJL),22
KG8,Surian,KJ15,KL Sentral (KJL),20
KG9,Mutiara Damansara,KJ15,KL Sentral (KJL),18
KG10,Bandar Utama,KJ15,KL Sentral (KJL),16
KG12,TTDI,KJ15,KL Sentral (KJL),12
KG12A,Phileo Damansara,KJ15,KL Sentral (KJL),8
KG13,Pusat Bandar Damansara,KJ15,KL Sentral (KJL),37
KG14,Semantan,KJ15,KL Sentral (KJL),34
KG15,Muzium Negara,KJ15,KL Sentral (KJL),29
KG16,Pasar Seni (SBK),KJ15,KL Sentral (KJL),27
KG17,Merdeka,KJ15,KL Sentral (KJL),23
KG18A,Bukit Bintang,KJ15,KL Sentral (KJL),21
