From_ID,Origin,To_ID,Destination,Time
KG20,Tun Razak Exchange (TRX),KJ15,KL Sentral (KJL),19
KG21,Cochrane,KJ15,KL Sentral (KJL),17
KG22,Maluri (SBK),KJ15,KL Sentral (KJL),13
KG23,Taman Pertama,KJ15,KL Sentral (KJL),9
KG24,Taman Midah,KJ15,KL Sentral (KJL),38
KG25,Taman Mutiara,KJ15,KL Sentral (KJL),35
KG26,Taman Connaught,KJ15,KL Sentral (KJL),30
KG27,Taman Suntex,KJ15,KL Sentral (KJL),28
KG28,Sri Raya,KJ15,KL Sentral (KJL),24
KG29,Bandar Tun Hussein Onn,KJ15,KL Sentral (KJL),22
KG30,Batu 11 Cheras,KJ15,KL Sentral (KJL),20
KG31,Bukit Dukung,KJ15,KL Sentral (KJL),18
KG33,Sungai Jernih,KJ15,KL Sentral (KJL),14
KG34,Stadium Kajang,KJ15,KL Sentral (KJL),10
KG35,Kajang,KJ15,KL Sentral (KJL),39
KJ1,Gombak,KJ16,Bangsar,34
KJ2,Taman Melati,KJ16,Bangsar,31
KJ3,Wangsa Maju,KJ16,Bangsar,27
KJ4,Sri Rampai,KJ16,Bangsar,25
KJ5,Setiawangsa,KJ16,Bangsar,19
KJ6,Jelatek,KJ16,Bangsar,17
KJ7,Dato' Keramat,KJ16,Bangsar,16
KJ8,Damai,KJ16,Bangsar,15
KJ9,Ampang Park,KJ16,Bangsar,13
KJ10,KLCC,KJ16,Bangsar,12
KJ11,Kampung Baru,KJ16,Bangsar,10
KJ12,Dang Wangi,KJ16,Bangsar,8
KJ13,Masjid Jamek (KJL),KJ16,Bangsar,6
KJ14,Pasar Seni (KJL),KJ16,Bangsar,5
KJ15,KL Sentral (KJL),KJ16,Bangsar,2
KJ16,Bangsar,KJ16,Bangsar,0
KJ17,Abdullah Hukum,KJ16,Bangsar,3
KJ18,Kerinchi,KJ16,Bangsar,4
KJ19,Universiti,KJ16,Bangsar,6
KJ20,Taman Jaya,KJ16,Bangsar,10
KJ21,Asia Jaya,KJ16,Bangsar,12
KJ22,Taman Paramount,KJ16,Bangsar,15
KJ23,Taman Bahagia,KJ16,Bangsar,18
KJ24,Kelana Jaya,KJ16,Bangsar,20
KJ25,Lembah Subang,KJ16,Bangsar,23
KJ26,Ara Damansara,KJ16,Bangsar,25
KJ27,Glenmarie,KJ16,Bangsar,28
KJ28,Subang Jaya,KJ16,Bangsar,29
KJ29,SS 15,KJ16,Bangsar,33
KJ30,SS 18,KJ16,Bangsar,35
KJ31,USJ 7 (KJL),KJ16,Bangsar,38
KJ32,Taipan,KJ16,Bangsar,39
KJ33,Wawasan,KJ16,Bangsar,42
KJ34,USJ 21,KJ16,Bangsar,44
KJ35,Alam Megah,KJ16,Bangsar,47
KJ36,Subang Alam,KJ16,Bangsar,50
KJ37,Putra Heights (KJL),KJ16,Bangsar,54
KG4,Sungai Buloh,KJ16,Bangsar,38
KG5,Kampung Selamat,KJ16,Bangsar,35
KG5A,Kwasa Damansara,KJ16,Bangsar,30
KG6,Kwasa Sentral,KJ16,Bangsar,28
KG7,Kota Damansara,KJ16,Bangsar,24
KG8,Surian,KJ16,Bangsar,22
KG9,Mutiara Damansara,KJ16,Bangsar,20
KG10,Bandar Utama,KJ16,Bangsar,18
KG12,TTDI,KJ16,Bangsar,14
KG12A,Phileo Damansara,KJ16,Bangsar,10
KG13,Pusat Bandar Damansara,KJ16,Bangsar,39
KG14,Semantan,KJ16,Bangsar,36
KG15,Muzium Negara,KJ16,Bangsar,31
KG16,Pasar Seni (SBK),KJ16,Bangsar,29
KG17,Merdeka,KJ16,Bangsar,25
KG18A,Bukit Bintang,KJ16,Bangsar,23
KG20,Tun Razak Exchange (TRX),KJ16,Bangsar,21
KG21,Cochrane,KJ16,Bangsar,19
KG22,Maluri (SBK),KJ16,Bangsar,15
KG23,Taman Pertama,KJ16,Bangsar,11
KG24,Taman Midah,KJ16,Bangsar,40
KG25,Taman Mutiara,KJ16,Bangsar,37
KG26,Taman Connaught,KJ16,Bangsar,32
KG27,Taman Suntex,KJ16,Bangsar,30
KG28,Sri Raya,KJ16,Bangsar,26
KG29,Bandar Tun Hussein Onn,KJ16,Bangsar,24
KG30,Batu 11 Cheras,KJ16,Bangsar,22
KG31,Bukit Dukung,KJ16,Bangsar,20
KG33,Sungai Jernih,KJ16,Bangsar,16
KG34,Stadium Kajang,KJ16,Bangsar,12
KG35,Kajang,KJ16,Bangsar,41
KJ1,Gombak,KJ17,Abdullah Hukum,37
KJ2,Taman Melati,KJ17,Abdullah Hukum,34
KJ3,Wangsa Maju,KJ17,Abdullah Hukum,30
KJ4,Sri Rampai,KJ17,Abdullah Hukum,28
KJ5,Setiawangsa,KJ17,Abdullah Hukum,22
KJ6,Jelatek,KJ17,Abdullah Hukum,20
KJ7,Dato' Keramat,KJ17,Abdullah Hukum,19
KJ8,Damai,KJ17,Abdullah Hukum,18
KJ9,Ampang Park,KJ17,Abdullah Hukum,16
KJ10,KLCC,KJ17,Abdullah Hukum,15
KJ11,Kampung Baru,KJ17,Abdullah Hukum,13
KJ12,Dang Wangi,KJ17,Abdullah Hukum,11
KJ13,Masjid Jamek (KJL),KJ17,Abdullah Hukum,9
KJ14,Pasar Seni (KJL),KJ17,Abdullah Hukum,8
KJ15,KL Sentral (KJL),KJ17,Abdullah Hukum,5
KJ16,Bangsar,KJ17,Abdullah Hukum,3
KJ17,Abdullah Hukum,KJ17,Abdullah Hukum,0
KJ18,Kerinchi,KJ17,Abdullah Hukum,1
KJ19,Universiti,KJ17,Abdullah Hukum,3
KJ20,Taman Jaya,KJ17,Abdullah Hukum,7
KJ21,Asia Jaya,KJ17,Abdullah Hukum,9
KJ22,Taman Paramount,KJ17,Abdullah Hukum,12
KJ23,Taman Bahagia,KJ17,Abdullah Hukum,15
KJ24,Kelana Jaya,KJ17,Abdullah Hukum,17
KJ25,Lembah Subang,KJ17,Abdullah Hukum,20
KJ26,Ara Damansara,KJ17,Abdullah Hukum,22
KJ27,Glenmarie,KJ17,Abdullah Hukum,25
KJ28,Subang Jaya,KJ17,Abdullah Hukum,26
KJ29,SS 15,KJ17,Abdullah Hukum,30
KJ30,SS 18,KJ17,Abdullah Hukum,32
KJ31,USJ 7 (KJL),KJ17,Abdullah Hukum,35
KJ32,Taipan,KJ17,Abdullah Hukum,36
KJ33,Wawasan,KJ17,Abdullah Hukum,39
KJ34,USJ 21,KJ17,Abdullah Hukum,41
KJ35,Alam Megah,KJ17,Abdullah Hukum,44
KJ36,Subang Alam,KJ17,Abdullah Hukum,47
KJ37,Putra Heights (KJL),KJ17,Abdullah Hukum,51
KG4,Sungai Buloh,KJ17,Abdullah Hukum,41
KG5,Kampung Selamat,KJ17,Abdullah Hukum,38
KG5A,Kwasa Damansara,KJ17,Abdullah Hukum,33
KG6,Kwasa Sentral,KJ17,Abdullah Hukum,31
KG7,Kota Damansara,KJ17,Abdullah Hukum,27
KG8,Surian,KJ17,Abdullah Hukum,25
KG9,Mutiara Damansara,KJ17,Abdullah Hukum,23
KG10,Bandar Utama,KJ17,Abdullah Hukum,21
KG12,TTDI,KJ17,Abdullah Hukum,17
KG12A,Phileo Damansara,KJ17,Abdullah Hukum,13
KG13,Pusat Bandar Damansara,KJ17,Abdullah Hukum,42
KG14,Semantan,KJ17,Abdullah Hukum,39
KG15,Muzium Negara,KJ17,Abdullah Hukum,34
KG16,Pasar Seni (SBK),KJ17,Abdullah Hukum,32
KG17,Merdeka,KJ17,Abdullah Hukum,28
KG18A,Bukit Bintang,KJ17,Abdullah Hukum,26
KG20,Tun Razak Exchange (TRX),KJ17,Abdullah Hukum,24
KG21,Cochrane,KJ17,Abdullah Hukum,22
KG22,Maluri (SBK),KJ17,Abdullah Hukum,18
KG23,Taman Pertama,KJ17,Abdullah Hukum,14
KG24,Taman Midah,KJ17,Abdullah Hukum,43
KG25,Taman Mutiara,KJ17,Abdullah Hukum,40
KG26,Taman Connaught,KJ17,Abdullah Hukum,35
KG27,Taman Suntex,KJ17,Abdullah Hukum,33
KG28,Sri Raya,KJ17,Abdullah Hukum,29
KG29,Bandar Tun Hussein Onn,KJ17,Abdullah Hukum,27
KG30,Batu 11 Cheras,KJ17,Abdullah Hukum,25
KG31,Bukit Dukung,KJ17,Abdullah Hukum,23
KG33,Sungai Jernih,KJ17,Abdullah Hukum,19
KG34,Stadium Kajang,KJ17,Abdullah Hukum,15
KG35,Kajang,KJ17,Abdullah Hukum,44
KJ1,Gombak,KJ18,Kerinchi,38
KJ2,Taman Melati,KJ18,Kerinchi,35
KJ3,Wangsa Maju,KJ18,Kerinchi,31
KJ4,Sri Rampai,KJ18,Kerinchi,29
KJ5,Setiawangsa,KJ18,Kerinchi,23
KJ6,Jelatek,KJ18,Kerinchi,21
KJ7,Dato' Keramat,KJ18,Kerinchi,20
KJ8,Damai,KJ18,Kerinchi,19
KJ9,Ampang Park,KJ18,Kerinchi,17
KJ10,KLCC,KJ18,Kerinchi,16
KJ11,Kampung Baru,KJ18,Kerinchi,14
KJ12,Dang Wangi,KJ18,Kerinchi,12
KJ13,Masjid Jamek (KJL),KJ18,Kerinchi,10
KJ14,Pasar Seni (KJL),KJ18,Kerinchi,9
KJ15,KL Sentral (KJL),KJ18,Kerinchi,6
KJ16,Bangsar,KJ18,Kerinchi,4
KJ17,Abdullah Hukum,KJ18,Kerinchi,1
KJ18,Kerinchi,KJ18,Kerinchi,0
KJ19,Universiti,KJ18,Kerinchi,2
KJ20,Taman Jaya,KJ18,Kerinchi,6
KJ21,Asia Jaya,KJ18,Kerinchi,8
KJ22,Taman Paramount,KJ18,Kerinchi,11
KJ23,Taman Bahagia,KJ18,Kerinchi,14
KJ24,Kelana Jaya,KJ18,Kerinchi,16
KJ25,Lembah Subang,KJ18,Kerinchi,19
KJ26,Ara Damansara,KJ18,Kerinchi,21
KJ27,Glenmarie,KJ18,Kerinchi,24
KJ28,Subang Jaya,KJ18,Kerinchi,25
KJ29,SS 15,KJ18,Kerinchi,29
KJ30,SS 18,KJ18,Kerinchi,31
KJ31,USJ 7 (KJL),KJ18,Kerinchi,34
KJ32,Taipan,KJ18,Kerinchi,35
KJ33,Wawasan,KJ18,Kerinchi,38
KJ34,USJ 21,KJ18,Kerinchi,40
KJ35,Alam Megah,KJ18,Kerinchi,43
KJ36,Subang Alam,KJ18,Kerinchi,46
KJ37,Putra Heights (KJL),KJ18,Kerinchi,50
KG4,Sungai Buloh,KJ18,Kerinchi,42
KG5,Kampung Selamat,KJ18,Kerinchi,39
KG5A,Kwasa Damansara,KJ18,Kerinchi,34
KG6,Kwasa Sentral,KJ18,Kerinchi,32
KG7,Kota Damansara,KJ18,Kerinchi,28
KG8,Surian,KJ18,Kerinchi,26
KG9,Mutiara Damansara,KJ18,Kerinchi,24
KG10,Bandar Utama,KJ18,Kerinchi,22
KG12,TTDI,KJ18,Kerinchi,18
KG12A,Phileo Damansara,KJ18,Kerinchi,14
KG13,Pusat Bandar Damansara,KJ18,Kerinchi,43
KG14,Semantan,KJ18,Kerinchi,40
KG15,Muzium Negara,KJ18,Kerinchi,35
KG16,Pasar Seni (SBK),KJ18,Kerinchi,33
KG17,Merdeka,KJ18,Kerinchi,29
KG18A,Bukit Bintang,KJ18,Kerinchi,27
KG20,Tun Razak Exchange (TRX),KJ18,Kerinchi,25
KG21,Cochrane,KJ18,Kerinchi,23
KG22,Maluri (SBK),KJ18,Kerinchi,19
KG23,Taman Pertama,KJ18,Kerinchi,15
KG24,Taman Midah,KJ18,Kerinchi,44
KG25,Taman Mutiara,KJ18,Kerinchi,41
KG26,Taman Connaught,KJ18,Kerinchi,36
KG27,Taman Suntex,KJ18,Kerinchi,34
KG28,Sri Raya,KJ18,Kerinchi,30
KG29,Bandar Tun Hussein Onn,KJ18,Kerinchi,28
KG30,Batu 11 Cheras,KJ18,Kerinchi,26
KG31,Bukit Dukung,KJ18,Kerinchi,24
KG33,Sungai Jernih,KJ18,Kerinchi,20
KG34,Stadium Kajang,KJ18,Kerinchi,16
KG35,Kajang,KJ18,Kerinchi,45
KJ1,Gombak,KJ19,Universiti,40
KJ2,Taman Melati,KJ19,Universiti,37
KJ3,Wangsa Maju,KJ19,Universiti,33
KJ4,Sri Rampai,KJ19,Universiti,31
KJ5,Setiawangsa,KJ19,Universiti,25
KJ6,Jelatek,KJ19,Universiti,23
KJ7,Dato' Keramat,KJ19,Universiti,22
KJ8,Damai,KJ19,Universiti,21
KJ9,Ampang Park,KJ19,Universiti,19
KJ10,KLCC,KJ19,Universiti,18
KJ11,Kampung Baru,KJ19,Universiti,16
KJ12,Dang Wangi,KJ19,Universiti,14
KJ13,Masjid Jamek (KJL),KJ19,Universiti,12
KJ14,Pasar Seni (KJL),KJ19,Universiti,11
KJ15,KL Sentral (KJL),KJ19,Universiti,8
KJ16,Bangsar,KJ19,Universiti,6
KJ17,Abdullah Hukum,KJ19,Universiti,3
KJ18,Kerinchi,KJ19,Universiti,2
KJ19,Universiti,KJ19,Universiti,0
KJ20,Taman Jaya,KJ19,Universiti,4
KJ21,Asia Jaya,KJ19,Universiti,6
KJ22,Taman Paramount,KJ19,Universiti,9
KJ23,Taman Bahagia,KJ19,Universiti,12
KJ24,Kelana Jaya,KJ19,Universiti,14
KJ25,Lembah Subang,KJ19,Universiti,17
KJ26,Ara Damansara,KJ19,Universiti,19
KJ27,Glenmarie,KJ19,Universiti,22
KJ28,Subang Jaya,KJ19,Universiti,23
KJ29,SS 15,KJ19,Universiti,27
KJ30,SS 18,KJ19,Universiti,29
KJ31,USJ 7 (KJL),KJ19,Universiti,32
KJ32,Taipan,KJ19,Universiti,33
KJ33,Wawasan,KJ19,Universiti,36
KJ34,USJ 21,KJ19,Universiti,38
KJ35,Alam Megah,KJ19,Universiti,41
KJ36,Subang Alam,KJ19,Universiti,44
KJ37,Putra Heights (KJL),KJ19,Universiti,48
KG4,Sungai Buloh,KJ19,Universiti,44
KG5,Kampung Selamat,KJ19,Universiti,41
KG5A,Kwasa Damansara,KJ19,Universiti,36
KG6,Kwasa Sentral,KJ19,Universiti,34
KG7,Kota Damansara,KJ19,Universiti,30
KG8,Surian,KJ19,Universiti,28
KG9,Mutiara Damansara,KJ19,Universiti,26
KG10,Bandar Utama,KJ19,Universiti,24
KG12,TTDI,KJ19,Universiti,20
KG12A,Phileo Damansara,KJ19,Universiti,16
KG13,Pusat Bandar Damansara,KJ19,Universiti,45
KG14,Semantan,KJ19,Universiti,42
KG15,Muzium Negara,KJ19,Universiti,37
KG16,Pasar Seni (SBK),KJ19,Universiti,35
KG17,Merdeka,KJ19,Universiti,31
KG18A,Bukit Bintang,KJ19,Universiti,29
KG20,Tun Razak Exchange (TRX),KJ19,Universiti,27
KG21,Cochrane,KJ19,Universiti,25
KG22,Maluri (SBK),KJ19,Universiti,21
KG23,Taman Pertama,KJ19,Universiti,17
KG24,Taman Midah,KJ19,Universiti,46
KG25,Taman Mutiara,KJ19,Universiti,43
KG26,Taman Connaught,KJ19,Universiti,38
KG27,Taman Suntex,KJ19,Universiti,36
KG28,Sri Raya,KJ19,Universiti,32
KG29,Bandar Tun Hussein Onn,KJ19,Universiti,30
KG30,Batu 11 Cheras,KJ19,Universiti,28
KG31,Bukit Dukung,KJ19,Universiti,26
KG33,Sungai Jernih,KJ19,Universiti,22
KG34,Stadium Kajang,KJ19,Universiti,18
KG35,Kajang,KJ19,Universiti,47
KJ1,Gombak,KJ20,Taman Jaya,44
KJ2,Taman Melati,KJ20,Taman Jaya,41
KJ3,Wangsa Maju,KJ20,Taman Jaya,37
KJ4,Sri Rampai,KJ20,Taman Jaya,35
KJ5,Setiawangsa,KJ20,Taman Jaya,29
KJ6,Jelatek,KJ20,Taman Jaya,27
KJ7,Dato' Keramat,KJ20,Taman Jaya,26
KJ8,Damai,KJ20,Taman Jaya,25
KJ9,Ampang Park,KJ20,Taman Jaya,23
KJ10,KLCC,KJ20,Taman Jaya,22
KJ11,Kampung Baru,KJ20,Taman Jaya,20
KJ12,Dang Wangi,KJ20,Taman Jaya,18
KJ13,Masjid Jamek (KJL),KJ20,Taman Jaya,16
KJ14,Pasar Seni (KJL),KJ20,Taman Jaya,15
KJ15,KL Sentral (KJL),KJ20,Taman Jaya,12
KJ16,Bangsar,KJ20,Taman Jaya,10
KJ17,Abdullah Hukum,KJ20,Taman Jaya,7
KJ18,Kerinchi,KJ20,Taman Jaya,6
KJ19,Universiti,KJ20,Taman Jaya,4
KJ20,Taman Jaya,KJ20,Taman Jaya,0
KJ21,Asia Jaya,KJ20,Taman Jaya,2
KJ22,Taman Paramount,KJ20,Taman Jaya,5
KJ23,Taman Bahagia,KJ20,Taman Jaya,8
KJ24,Kelana Jaya,KJ20,Taman Jaya,10
KJ25,Lembah Subang,KJ20,Taman Jaya,13
KJ26,Ara Damansara,KJ20,Taman Jaya,15
KJ27,Glenmarie,KJ20,Taman Jaya,18
KJ28,Subang Jaya,KJ20,Taman Jaya,19
KJ29,SS 15,KJ20,Taman Jaya,23
KJ30,SS 18,KJ20,Taman Jaya,25
KJ31,USJ 7 (KJL),KJ20,Taman Jaya,28
KJ32,Taipan,KJ20,Taman Jaya,29
KJ33,Wawasan,KJ20,Taman Jaya,32
KJ34,USJ 21,KJ20,Taman Jaya,34
KJ35,Alam Megah,KJ20,Taman Jaya,37
KJ36,Subang Alam,KJ20,Taman Jaya,40
KJ37,Putra Heights (KJL),KJ20,Taman Jaya,44
KG4,Sungai Buloh,KJ20,Taman Jaya,48
KG5,Kampung Selamat,KJ20,Taman Jaya,45
KG5A,Kwasa Damansara,KJ20,Taman Jaya,40
KG6,Kwasa Sentral,KJ20,Taman Jaya,38
KG7,Kota Damansara,KJ20,Taman Jaya,34
KG8,Surian,KJ20,Taman Jaya,32
KG9,Mutiara Damansara,KJ20,Taman Jaya,30
KG10,Bandar Utama,KJ20,Taman Jaya,28
KG12,TTDI,KJ20,Taman Jaya,24
KG12A,Phileo Damansara,KJ20,Taman Jaya,20
KG13,Pusat Bandar Damansara,KJ20,Taman Jaya,49
KG14,Semantan,KJ20,Taman Jaya,46
KG15,Muzium Negara,KJ20,Taman Jaya,41
KG16,Pasar Seni (SBK),KJ20,Taman Jaya,39
KG17,Merdeka,KJ20,Taman Jaya,35
KG18A,Bukit Bintang,KJ20,Taman Jaya,33
KG20,Tun Razak Exchange (TRX),KJ20,Taman Jaya,31
KG21,Cochrane,KJ20,Taman Jaya,29
KG22,Maluri (SBK),KJ20,Taman Jaya,25
KG23,Taman Pertama,KJ20,Taman Jaya,21
KG24,Taman Midah,KJ20,Taman Jaya,50
KG25,Taman Mutiara,KJ20,Taman Jaya,47
KG26,Taman Connaught,KJ20,Taman Jaya,42
KG27,Taman Suntex,KJ20,Taman Jaya,40
KG28,Sri Raya,KJ20,Taman Jaya,36
KG29,Bandar Tun Hussein Onn,KJ20,Taman Jaya,34
KG30,Batu 11 Cheras,KJ20,Taman Jaya,32
KG31,Bukit Dukung,KJ20,Taman Jaya,30
KG33,Sungai Jernih,KJ20,Taman Jaya,26
KG34,Stadium Kajang,KJ20,Taman Jaya,22
KG35,Kajang,KJ20,Taman Jaya,51
KJ1,Gombak,KJ21,Asia Jaya,46
KJ2,Taman Melati,KJ21,Asia Jaya,43
KJ3,Wangsa Maju,KJ21,Asia Jaya,39
KJ4,Sri Rampai,KJ21,Asia Jaya,37
KJ5,Setiawangsa,KJ21,Asia Jaya,31
KJ6,Jelatek,KJ21,Asia Jaya,29
KJ7,Dato' Keramat,KJ21,Asia Jaya,28
KJ8,Damai,KJ21,Asia Jaya,27
KJ9,Ampang Park,KJ21,Asia Jaya,25
KJ10,KLCC,KJ21,Asia Jaya,24
KJ11,Kampung Baru,KJ21,Asia Jaya,22
KJ12,Dang Wangi,KJ21,Asia Jaya,20
KJ13,Masjid Jamek (KJL),KJ21,Asia Jaya,18
KJ14,Pasar Seni (KJL),KJ21,Asia Jaya,17
KJ15,KL Sentral (KJL),KJ21,Asia Jaya,14
KJ16,Bangsar,KJ21,Asia Jaya,12
KJ17,Abdullah Hukum,KJ21,Asia Jaya,9
KJ18,Kerinchi,KJ21,Asia Jaya,8
KJ19,Universiti,KJ21,Asia Jaya,6
KJ20,Taman Jaya,KJ21,Asia Jaya,2
KJ21,Asia Jaya,KJ21,Asia Jaya,0
KJ22,Taman Paramount,KJ21,Asia Jaya,3
KJ23,Taman Bahagia,KJ21,Asia Jaya,6
KJ24,Kelana Jaya,KJ21,Asia Jaya,8
KJ25,Lembah Subang,KJ21,Asia Jaya,11
KJ26,Ara Damansara,KJ21,Asia Jaya,13
KJ27,Glenmarie,KJ21,Asia Jaya,16
KJ28,Subang Jaya,KJ21,Asia Jaya,17
KJ29,SS 15,KJ21,Asia Jaya,21
KJ30,SS 18,KJ21,Asia Jaya,23
KJ31,USJ 7 (KJL),KJ21,Asia Jaya,26
KJ32,Taipan,KJ21,Asia Jaya,27
KJ33,Wawasan,KJ21,Asia Jaya,30
KJ34,USJ 21,KJ21,Asia Jaya,32
KJ35,Alam Megah,KJ21,Asia Jaya,35
KJ36,Subang Alam,KJ21,Asia Jaya,38
KJ37,Putra Heights (KJL),KJ21,Asia Jaya,42
KG4,Sungai Buloh,KJ21,Asia Jaya,50
KG5,Kampung Selamat,KJ21,Asia Jaya,47
KG5A,Kwasa Damansara,KJ21,Asia Jaya,42
KG6,Kwasa Sentral,KJ21,Asia Jaya,40
KG7,Kota Damansara,KJ21,Asia Jaya,36
KG8,Surian,KJ21,Asia Jaya,34
KG9,Mutiara Damansara,KJ21,Asia Jaya,32
KG10,Bandar Utama,KJ21,Asia Jaya,30
KG12,TTDI,KJ21,Asia Jaya,26
KG12A,Phileo Damansara,KJ21,Asia Jaya,22
KG13,Pusat Bandar Damansara,KJ21,Asia Jaya,51
KG14,Semantan,KJ21,Asia Jaya,48
KG15,Muzium Negara,KJ21,Asia Jaya,43
KG16,Pasar Seni (SBK),KJ21,Asia Jaya,41
KG17,Merdeka,KJ21,Asia Jaya,37
KG18A,Bukit Bintang,KJ21,Asia Jaya,35
KG20,Tun Razak Exchange (TRX),KJ21,Asia Jaya,33
KG21,Cochrane,KJ21,Asia Jaya,31
KG22,Maluri (SBK),KJ21,Asia Jaya,27
KG23,Taman Pertama,KJ21,Asia Jaya,23
KG24,Taman Midah,KJ21,Asia Jaya,52
KG25,Taman Mutiara,KJ21,Asia Jaya,49
KG26,Taman Connaught,KJ21,Asia Jaya,44
KG27,Taman Suntex,KJ21,Asia Jaya,42
KG28,Sri Raya,KJ21,Asia Jaya,38
KG29,Bandar Tun Hussein Onn,KJ21,Asia Jaya,36
KG30,Batu 11 Cheras,KJ21,Asia Jaya,34
KG31,Bukit Dukung,KJ21,Asia Jaya,32
KG33,Sungai Jernih,KJ21,Asia Jaya,28
KG34,Stadium Kajang,KJ21,Asia Jaya,24
KG35,Kajang,KJ21,Asia Jaya,53
KJ1,Gombak,KJ22,Taman Paramount,49
KJ2,Taman Melati,KJ22,Taman Paramount,46
KJ3,Wangsa Maju,KJ22,Taman Paramount,42
KJ4,Sri Rampai,KJ22,Taman Paramount,40
KJ5,Setiawangsa,KJ22,Taman Paramount,34
KJ6,Jelatek,KJ22,Taman Paramount,32
KJ7,Dato' Keramat,KJ22,Taman Paramount,31
KJ8,Damai,KJ22,Taman Paramount,30
KJ9,Ampang Park,KJ22,Taman Paramount,28
KJ10,KLCC,KJ22,Taman Paramount,27
KJ11,Kampung Baru,KJ22,Taman Paramount,25
KJ12,Dang Wangi,KJ22,Taman Paramount,23
KJ13,Masjid Jamek (KJL),KJ22,Taman Paramount,21
KJ14,Pasar Seni (KJL),KJ22,Taman Paramount,20
KJ15,KL Sentral (KJL),KJ22,Taman Paramount,17
KJ16,Bangsar,KJ22,Taman Paramount,15
KJ17,Abdullah Hukum,KJ22,Taman Paramount,12
KJ18,Kerinchi,KJ22,Taman Paramount,11
KJ19,Universiti,KJ22,Taman Paramount,9
KJ20,Taman Jaya,KJ22,Taman Paramount,5
KJ21,Asia Jaya,KJ22,Taman Paramount,3
KJ22,Taman Paramount,KJ22,Taman Paramount,0
KJ23,Taman Bahagia,KJ22,Taman Paramount,3
KJ24,Kelana Jaya,KJ22,Taman Paramount,5
KJ25,Lembah Subang,KJ22,Taman Paramount,8
KJ26,Ara Damansara,KJ22,Taman Paramount,10
KJ27,Glenmarie,KJ22,Taman Paramount,13
KJ28,Subang Jaya,KJ22,Taman Paramount,14
KJ29,SS 15,KJ22,Taman Paramount,18
KJ30,SS 18,KJ22,Taman Paramount,20
KJ31,USJ 7 (KJL),KJ22,Taman Paramount,23
KJ32,Taipan,KJ22,Taman Paramount,24
KJ33,Wawasan,KJ22,Taman Paramount,27
KJ34,USJ 21,KJ22,Taman Paramount,29
KJ35,Alam Megah,KJ22,Taman Paramount,32
KJ36,Subang Alam,KJ22,Taman Paramount,35
KJ37,Putra Heights (KJL),KJ22,Taman Paramount,39
KG4,Sungai Buloh,KJ22,Taman Paramount,53
KG5,Kampung Selamat,KJ22,Taman Paramount,50
KG5A,Kwasa Damansara,KJ22,Taman Paramount,45
KG6,Kwasa Sentral,KJ22,Taman Paramount,43
KG7,Kota Damansara,KJ22,Taman Paramount,39
KG8,Surian,KJ22,Taman Paramount,37
KG9,Mutiara Damansara,KJ22,Taman Paramount,35
KG10,Bandar Utama,KJ22,Taman Paramount,33
KG12,TTDI,KJ22,Taman Paramount,29
KG12A,Phileo Damansara,KJ22,Taman Paramount,25
KG13,Pusat Bandar Damansara,KJ22,Taman Paramount,54
KG14,Semantan,KJ22,Taman Paramount,51
KG15,Muzium Negara,KJ22,Taman Paramount,46
KG16,Pasar Seni (SBK),KJ22,Taman Paramount,44
KG17,Merdeka,KJ22,Taman Paramount,40
KG18A,Bukit Bintang,KJ22,Taman Paramount,38
KG20,Tun Razak Exchange (TRX),KJ22,Taman Paramount,36
KG21,Cochrane,KJ22,Taman Paramount,34
KG22,Maluri (SBK),KJ22,Taman Paramount,30
KG23,Taman Pertama,KJ22,Taman Paramount,26
KG24,Taman Midah,KJ22,Taman Paramount,55
KG25,Taman Mutiara,KJ22,Taman Paramount,52
KG26,Taman Connaught,KJ22,Taman Paramount,47
KG27,Taman Suntex,KJ22,Taman Paramount,45
KG28,Sri Raya,KJ22,Taman Paramount,41
KG29,Bandar Tun Hussein Onn,KJ22,Taman Paramount,39
KG30,Batu 11 Cheras,KJ22,Taman Paramount,37
KG31,Bukit Dukung,KJ22,Taman Paramount,35
KG33,Sungai Jernih,KJ22,Taman Paramount,31
KG34,Stadium Kajang,KJ22,Taman Paramount,27
KG35,Kajang,KJ22,Taman Paramount,56
KJ1,Gombak,KJ23,Taman Bahagia,52
KJ2,Taman Melati,KJ23,Taman Bahagia,49
KJ3,Wangsa Maju,KJ23,Taman Bahagia,45
KJ4,Sri Rampai,KJ23,Taman Bahagia,43
KJ5,Setiawangsa,KJ23,Taman Bahagia,37
KJ6,Jelatek,KJ23,Taman Bahagia,35
KJ7,Dato' Keramat,KJ23,Taman Bahagia,34
KJ8,Damai,KJ23,Taman Bahagia,33
KJ9,Ampang Park,KJ23,Taman Bahagia,31
KJ10,KLCC,KJ23,Taman Bahagia,30
KJ11,Kampung Baru,KJ23,Taman Bahagia,28
KJ12,Dang Wangi,KJ23,Taman Bahagia,26
KJ13,Masjid Jamek (KJL),KJ23,Taman Bahagia,24
KJ14,Pasar Seni (KJL),KJ23,Taman Bahagia,23
KJ15,KL Sentral (KJL),KJ23,Taman Bahagia,20
KJ16,Bangsar,KJ23,Taman Bahagia,18
KJ17,Abdullah Hukum,KJ23,Taman Bahagia,15
KJ18,Kerinchi,KJ23,Taman Bahagia,14
KJ19,Universiti,KJ23,Taman Bahagia,12
KJ20,Taman Jaya,KJ23,Taman Bahagia,8
