From_ID,To_ID,Time,Fare
KJ22,KJ27,13,2.2
KJ23,KJ27,10,1.9
KJ24,KJ27,8,1.8
KJ25,KJ27,5,1.4
KJ26,KJ27,3,1.2
KJ27,KJ27,0,0.0
KJ28,KJ27,1,1.3
KJ29,KJ27,5,1.6
KJ30,KJ27,7,1.8
KJ31,KJ27,10,2.2
KJ32,KJ27,11,2.4
KJ33,KJ27,14,2.7
KJ34,KJ27,16,2.6
KJ35,KJ27,19,3.0
KJ36,KJ27,22,3.3
KJ37,KJ27,26,3.1
KG4,KJ27,66,5.7
KG5,KJ27,63,6.3
KG5A,KJ27,58,6.0
KG6,KJ27,56,5.8
KG7,KJ27,52,6.0
KG8,KJ27,50,5.8
KG9,KJ27,48,5.9
KG10,KJ27,46,5.6
KG12,KJ27,42,5.2
KG12A,KJ27,38,5.3
KG13,KJ27,67,4.7
KG14,KJ27,64,4.4
KG15,KJ27,59,3.7
KG16,KJ27,57,3.4
KG17,KJ27,53,3.6
KG18A,KJ27,51,3.9
KG20,KJ27,49,4.3
KG21,KJ27,47,4.4
KG22,KJ27,43,4.6
KG23,KJ27,39,5.0
KG24,KJ27,68,5.3
KG25,KJ27,65,5.2
KG26,KJ27,60,5.5
KG27,KJ27,58,5.9
KG28,KJ27,54,5.7
KG29,KJ27,52,6.0
KG30,KJ27,50,6.1
KG31,KJ27,48,5.8
KG33,KJ27,44,6.2
KG34,KJ27,40,6.3
KG35,KJ27,69,5.7
KJ1,KJ28,63,4.2
KJ2,KJ28,60,4.1
KJ3,KJ28,56,3.9
KJ4,KJ28,54,3.6
KJ5,KJ28,48,3.4
KJ6,KJ28,46,3.3
KJ7,KJ28,45,3.2
KJ8,KJ28,44,3.2
KJ9,KJ28,42,3.8
KJ10,KJ28,41,3.7
KJ11,KJ28,39,3.5
KJ12,KJ28,37,3.4
KJ13,KJ28,35,3.3
KJ14,KJ28,34,3.7
KJ15,KJ28,31,3.4
KJ16,KJ28,29,3.3
KJ17,KJ28,26,3.1
KJ18,KJ28,25,3.4
KJ19,KJ28,23,3.3
KJ20,KJ28,19,2.8
KJ21,KJ28,17,2.7
KJ22,KJ28,14,2.6
KJ23,KJ28,11,2.3
KJ24,KJ28,9,2.1
KJ25,KJ28,6,1.8
KJ26,KJ28,4,1.6
KJ27,KJ28,1,1.3
KJ28,KJ28,0,0.0
KJ29,KJ28,4,1.2
KJ30,KJ28,6,1.4
KJ31,KJ28,9,1.8
KJ32,KJ28,10,2.0
KJ33,KJ28,13,2.2
KJ34,KJ28,15,2.6
KJ35,KJ28,18,2.7
KJ36,KJ28,21,3.0
KJ37,KJ28,25,3.3
KG4,KJ28,67,5.9
KG5,KJ28,64,6.6
KG5A,KJ28,59,6.2
KG6,KJ28,57,6.1
KG7,KJ28,53,6.3
KG8,KJ28,51,6.0
KG9,KJ28,49,6.1
KG10,KJ28,47,5.8
KG12,KJ28,43,5.5
KG12A,KJ28,39,5.5
KG13,KJ28,68,4.9
KG14,KJ28,65,4.7
KG15,KJ28,60,4.0
KG16,KJ28,58,3.7
KG17,KJ28,54,3.8
KG18A,KJ28,52,4.1
KG20,KJ28,50,4.5
KG21,KJ28,48,4.7
KG22,KJ28,44,4.9
KG23,KJ28,40,5.3
KG24,KJ28,69,5.5
KG25,KJ28,66,5.5
KG26,KJ28,61,5.8
KG27,KJ28,59,6.2
KG28,KJ28,55,6.0
KG29,KJ28,53,6.2
KG30,KJ28,51,6.3
KG31,KJ28,49,6.0
KG33,KJ28,45,6.4
KG34,KJ28,41,6.5
KG35,KJ28,70,5.9
KJ1,KJ29,67,4.3
KJ2,KJ29,64,4.2
KJ3,KJ29,60,4.0
KJ4,KJ29,58,3.8
KJ5,KJ29,52,3.5
KJ6,KJ29,50,3.4
KJ7,KJ29,49,3.4
KJ8,KJ29,48,3.3
KJ9,KJ29,46,3.2
KJ10,KJ29,45,3.1
KJ11,KJ29,43,3.7
KJ12,KJ29,41,3.6
KJ13,KJ29,39,3.4
KJ14,KJ29,38,3.3
KJ15,KJ29,35,3.7
KJ16,KJ29,33,3.5
KJ17,KJ29,30,3.3
KJ18,KJ29,29,3.2
KJ19,KJ29,27,3.1
KJ20,KJ29,23,3.1
KJ21,KJ29,21,2.9
KJ22,KJ29,18,2.6
KJ23,KJ29,15,2.6
KJ24,KJ29,13,2.4
KJ25,KJ29,10,2.0
KJ26,KJ29,8,1.8
KJ27,KJ29,5,1.6
KJ28,KJ29,4,1.2
KJ29,KJ29,0,0.0
KJ30,KJ29,2,1.1
KJ31,KJ29,5,1.6
KJ32,KJ29,6,1.8
KJ33,KJ29,9,2.0
KJ34,KJ29,11,2.3
KJ35,KJ29,14,2.7
KJ36,KJ29,17,2.7
KJ37,KJ29,21,3.0
KG4,KJ29,71,5.6
KG5,KJ29,68,6.2
KG5A,KJ29,63,5.8
KG6,KJ29,61,5.7
KG7,KJ29,57,5.9
KG8,KJ29,55,5.6
KG9,KJ29,53,5.7
KG10,KJ29,51,5.4
KG12,KJ29,47,5.1
KG12A,KJ29,43,5.2
KG13,KJ29,72,4.5
KG14,KJ29,69,4.3
KG15,KJ29,64,3.6
KG16,KJ29,62,3.3
KG17,KJ29,58,3.5
KG18A,KJ29,56,3.8
KG20,KJ29,54,4.1
KG21,KJ29,52,4.3
KG22,KJ29,48,4.5
KG23,KJ29,44,4.9
KG24,KJ29,73,5.1
KG25,KJ29,70,5.1
KG26,KJ29,65,5.4
KG27,KJ29,63,5.8
KG28,KJ29,59,5.6
KG29,KJ29,57,5.8
KG30,KJ29,55,6.0
KG31,KJ29,53,5.6
KG33,KJ29,49,6.0
KG34,KJ29,45,6.1
KG35,KJ29,74,5.6
KJ1,KJ30,69,4.4
KJ2,KJ30,66,4.3
KJ3,KJ30,62,4.1
KJ4,KJ30,60,3.8
KJ5,KJ30,54,3.6
KJ6,KJ30,52,3.5
KJ7,KJ30,51,3.5
KJ8,KJ30,50,3.4
KJ9,KJ30,48,3.3
KJ10,KJ30,47,3.2
KJ11,KJ30,45,3.8
KJ12,KJ30,43,3.7
KJ13,KJ30,41,3.5
KJ14,KJ30,40,3.4
KJ15,KJ30,37,3.8
KJ16,KJ30,35,3.6
KJ17,KJ30,32,3.5
KJ18,KJ30,31,3.3
KJ19,KJ30,29,3.2
KJ20,KJ30,25,3.2
KJ21,KJ30,23,3.1
KJ22,KJ30,20,2.8
KJ23,KJ30,17,2.8
KJ24,KJ30,15,2.6
KJ25,KJ30,12,2.1
KJ26,KJ30,10,2.1
KJ27,KJ30,7,1.8
KJ28,KJ30,6,1.4
KJ29,KJ30,2,1.1
KJ30,KJ30,0,0.0
KJ31,KJ30,3,1.4
KJ32,KJ30,4,1.6
KJ33,KJ30,7,1.8
KJ34,KJ30,9,2.0
KJ35,KJ30,12,2.5
KJ36,KJ30,15,2.8
KJ37,KJ30,19,2.8
KG4,KJ30,73,5.7
KG5,KJ30,70,6.3
KG5A,KJ30,65,6.0
KG6,KJ30,63,5.8
KG7,KJ30,59,6.0
KG8,KJ30,57,5.7
KG9,KJ30,55,5.8
KG10,KJ30,53,5.6
KG12,KJ30,49,5.2
KG12A,KJ30,45,5.3
KG13,KJ30,74,4.6
KG14,KJ30,71,4.4
KG15,KJ30,66,3.7
KG16,KJ30,64,3.4
KG17,KJ30,60,3.6
KG18A,KJ30,58,3.9
KG20,KJ30,56,4.2
KG21,KJ30,54,4.4
KG22,KJ30,50,4.6
KG23,KJ30,46,5.0
KG24,KJ30,75,5.2
KG25,KJ30,72,5.2
KG26,KJ30,67,5.5
KG27,KJ30,65,5.9
KG28,KJ30,61,5.7
KG29,KJ30,59,6.0
KG30,KJ30,57,6.1
KG31,KJ30,55,5.8
KG33,KJ30,51,6.2
KG34,KJ30,47,6.3
KG35,KJ30,76,5.7
KJ1,KJ31,72,4.6
KJ2,KJ31,69,4.5
KJ3,KJ31,65,4.3
KJ4,KJ31,63,4.0
KJ5,KJ31,57,3.8
KJ6,KJ31,55,3.7
KJ7,KJ31,54,3.6
KJ8,KJ31,53,3.6
KJ9,KJ31,51,3.5
KJ10,KJ31,50,3.4
KJ11,KJ31,48,3.3
KJ12,KJ31,46,3.2
KJ13,KJ31,44,3.8
KJ14,KJ31,43,3.7
KJ15,KJ31,40,3.5
KJ16,KJ31,38,3.3
KJ17,KJ31,35,3.8
KJ18,KJ31,34,3.6
KJ19,KJ31,32,3.5
KJ20,KJ31,28,3.2
KJ21,KJ31,26,3.5
KJ22,KJ31,23,3.2
KJ23,KJ31,20,2.9
KJ24,KJ31,18,2.7
KJ25,KJ31,15,2.7
KJ26,KJ31,13,2.5
KJ27,KJ31,10,2.2
KJ28,KJ31,9,1.8
KJ29,KJ31,5,1.6
KJ30,KJ31,3,1.4
KJ31,KJ31,0,0.0
KJ32,KJ31,1,1.1
KJ33,KJ31,4,1.4
KJ34,KJ31,6,1.7
KJ35,KJ31,9,2.0
KJ36,KJ31,12,2.3
KJ37,KJ31,16,2.7
KG4,KJ31,76,5.9
KG5,KJ31,73,6.5
KG5A,KJ31,68,6.2
KG6,KJ31,66,6.1
KG7,KJ31,62,6.2
KG8,KJ31,60,6.0
KG9,KJ31,58,6.1
KG10,KJ31,56,5.8
KG12,KJ31,52,5.5
KG12A,KJ31,48,5.5
KG13,KJ31,77,4.9
KG14,KJ31,74,4.7
KG15,KJ31,69,4.0
KG16,KJ31,67,3.7
KG17,KJ31,63,3.7
KG18A,KJ31,61,4.1
KG20,KJ31,59,4.5
KG21,KJ31,57,4.7
KG22,KJ31,53,4.9
KG23,KJ31,49,5.3
KG24,KJ31,78,5.5
KG25,KJ31,75,5.5
KG26,KJ31,70,5.7
KG27,KJ31,68,6.2
KG28,KJ31,64,6.0
KG29,KJ31,62,6.2
KG30,KJ31,60,6.3
KG31,KJ31,58,6.0
KG33,KJ31,54,6.4
KG34,KJ31,50,6.5
KG35,KJ31,79,5.9
KJ1,KJ32,73,4.7
KJ2,KJ32,70,4.5
KJ3,KJ32,66,4.4
KJ4,KJ32,64,4.1
KJ5,KJ32,58,3.9
KJ6,KJ32,56,3.8
KJ7,KJ32,55,3.7
KJ8,KJ32,54,3.6
KJ9,KJ32,52,3.5
KJ10,KJ32,51,3.5
KJ11,KJ32,49,3.4
KJ12,KJ32,47,3.3
KJ13,KJ32,45,3.2
KJ14,KJ32,44,3.8
KJ15,KJ32,41,3.6
KJ16,KJ32,39,3.4
KJ17,KJ32,36,3.3
KJ18,KJ32,35,3.8
KJ19,KJ32,33,3.7
KJ20,KJ32,29,3.3
KJ21,KJ32,27,3.2
KJ22,KJ32,24,3.3
KJ23,KJ32,21,3.1
KJ24,KJ32,19,2.9
KJ25,KJ32,16,2.6
KJ26,KJ32,14,2.7
KJ27,KJ32,11,2.4
KJ28,KJ32,10,2.0
KJ29,KJ32,6,1.8
KJ30,KJ32,4,1.6
KJ31,KJ32,1,1.1
KJ32,KJ32,0,0.0
KJ33,KJ32,3,1.2
KJ34,KJ32,5,1.5
KJ35,KJ32,8,1.8
KJ36,KJ32,11,2.2
KJ37,KJ32,15,2.5
KG4,KJ32,77,6.0
KG5,KJ32,74,6.6
KG5A,KJ32,69,6.3
KG6,KJ32,67,6.2
KG7,KJ32,63,6.3
KG8,KJ32,61,6.1
KG9,KJ32,59,6.2
KG10,KJ32,57,5.9
KG12,KJ32,53,5.6
KG12A,KJ32,49,5.6
KG13,KJ32,78,5.0
KG14,KJ32,75,4.8
KG15,KJ32,70,4.1
KG16,KJ32,68,3.8
KG17,KJ32,64,3.9
KG18A,KJ32,62,4.2
KG20,KJ32,60,4.6
KG21,KJ32,58,4.8
KG22,KJ32,54,5.0
KG23,KJ32,50,5.4
KG24,KJ32,79,5.6
KG25,KJ32,76,5.6
KG26,KJ32,71,5.8
KG27,KJ32,69,6.3
KG28,KJ32,65,6.1
KG29,KJ32,63,6.3
KG30,KJ32,61,6.4
KG31,KJ32,59,6.1
KG33,KJ32,55,6.5
KG34,KJ32,51,6.6
KG35,KJ32,80,6.0
KJ1,KJ33,76,4.8
KJ2,KJ33,73,4.7
KJ3,KJ33,69,4.5
KJ4,KJ33,67,4.2
KJ5,KJ33,61,4.0
KJ6,KJ33,59,3.9
KJ7,KJ33,58,3.9
KJ8,KJ33,57,3.8
KJ9,KJ33,55,3.7
KJ10,KJ33,54,3.6
KJ11,KJ33,52,3.5
KJ12,KJ33,50,3.4
KJ13,KJ33,48,3.3
KJ14,KJ33,47,3.2
KJ15,KJ33,44,3.8
KJ16,KJ33,42,3.6
KJ17,KJ33,39,3.5
KJ18,KJ33,38,3.4
KJ19,KJ33,36,3.3
KJ20,KJ33,32,3.5
KJ21,KJ33,30,3.4
KJ22,KJ33,27,3.1
KJ23,KJ33,24,3.3
KJ24,KJ33,22,3.2
KJ25,KJ33,19,2.9
KJ26,KJ33,17,2.7
KJ27,KJ33,14,2.7
KJ28,KJ33,13,2.3
KJ29,KJ33,9,2.0
KJ30,KJ33,7,1.8
KJ31,KJ33,4,1.4
KJ32,KJ33,3,1.2
KJ33,KJ33,0,0.0
KJ34,KJ33,2,1.1
KJ35,KJ33,5,1.6
KJ36,KJ33,8,1.8
KJ37,KJ33,12,2.2
KG4,KJ33,80,5.5
KG5,KJ33,77,6.1
KG5A,KJ33,72,5.7
KG6,KJ33,70,5.6
KG7,KJ33,66,5.8
KG8,KJ33,64,5.5
KG9,KJ33,62,5.6
KG10,KJ33,60,5.3
KG12,KJ33,56,5.0
KG12A,KJ33,52,5.1
KG13,KJ33,81,4.4
KG14,KJ33,78,4.2
KG15,KJ33,73,3.5
KG16,KJ33,71,3.2
KG17,KJ33,67,3.4
KG18A,KJ33,65,3.7
KG20,KJ33,63,4.0
KG21,KJ33,61,4.2
KG22,KJ33,57,4.4
KG23,KJ33,53,4.8
KG24,KJ33,82,5.0
KG25,KJ33,79,5.0
KG26,KJ33,74,5.3
KG27,KJ33,72,5.7
KG28,KJ33,68,5.5
KG29,KJ33,66,5.7
KG30,KJ33,64,5.9
KG31,KJ33,62,5.5
KG33,KJ33,58,5.9
KG34,KJ33,54,6.0
KG35,KJ33,83,5.5
KJ1,KJ34,78,4.9
KJ2,KJ34,75,4.8
KJ3,KJ34,71,4.6
KJ4,KJ34,69,4.3
KJ5,KJ34,63,4.1
KJ6,KJ34,61,4.0
KJ7,KJ34,60,3.9
KJ8,KJ34,59,3.9
KJ9,KJ34,57,3.8
KJ10,KJ34,56,3.7
KJ11,KJ34,54,3.6
KJ12,KJ34,52,3.5
KJ13,KJ34,50,3.4
KJ14,KJ34,49,3.3
KJ15,KJ34,46,3.1
KJ16,KJ34,44,3.7
KJ17,KJ34,41,3.6
KJ18,KJ34,40,3.5
KJ19,KJ34,38,3.4
KJ20,KJ34,34,3.7
KJ21,KJ34,32,3.5
KJ22,KJ34,29,3.3
KJ23,KJ34,26,3.1
KJ24,KJ34,24,3.3
KJ25,KJ34,21,3.1
KJ26,KJ34,19,2.9
KJ27,KJ34,16,2.6
KJ28,KJ34,15,2.6
KJ29,KJ34,11,2.3
KJ30,KJ34,9,2.0
KJ31,KJ34,6,1.7
KJ32,KJ34,5,1.5
KJ33,KJ34,2,1.1
KJ34,KJ34,0,0.0
KJ35,KJ34,3,1.3
KJ36,KJ34,6,1.7
KJ37,KJ34,10,2.0
KG4,KJ34,82,5.6
KG5,KJ34,79,6.2
KG5A,KJ34,74,5.8
KG6,KJ34,72,5.7
KG7,KJ34,68,5.9
KG8,KJ34,66,5.6
KG9,KJ34,64,5.7
KG10,KJ34,62,5.4
KG12,KJ34,58,5.1
KG12A,KJ34,54,5.2
KG13,KJ34,83,4.5
KG14,KJ34,80,4.3
KG15,KJ34,75,3.6
KG16,KJ34,73,3.3
KG17,KJ34,69,3.5
KG18A,KJ34,67,3.8
KG20,KJ34,65,4.1
KG21,KJ34,63,4.3
KG22,KJ34,59,4.5
KG23,KJ34,55,4.9
KG24,KJ34,84,5.1
KG25,KJ34,81,5.1
KG26,KJ34,76,5.4
KG27,KJ34,74,5.8
KG28,KJ34,70,5.6
KG29,KJ34,68,5.8
KG30,KJ34,66,6.0
KG31,KJ34,64,5.6
KG33,KJ34,60,6.0
KG34,KJ34,56,6.1
KG35,KJ34,85,5.6
KJ1,KJ35,81,5.1
KJ2,KJ35,78,4.9
KJ3,KJ35,74,4.8
KJ4,KJ35,72,4.5
KJ5,KJ35,66,4.3
KJ6,KJ35,64,4.2
KJ7,KJ35,63,4.1
KJ8,KJ35,62,4.0
KJ9,KJ35,60,3.9
KJ10,KJ35,59,3.9
KJ11,KJ35,57,3.8
KJ12,KJ35,55,3.7
KJ13,KJ35,53,3.6
KJ14,KJ35,52,3.5
KJ15,KJ35,49,3.3
KJ16,KJ35,47,3.2
KJ17,KJ35,44,3.1
KJ18,KJ35,43,3.7
KJ19,KJ35,41,3.6
KJ20,KJ35,37,3.4
KJ21,KJ35,35,3.3
KJ22,KJ35,32,3.6
KJ23,KJ35,29,3.4
KJ24,KJ35,27,3.2
KJ25,KJ35,24,3.4
KJ26,KJ35,22,3.3
KJ27,KJ35,19,3.0
KJ28,KJ35,18,2.7
KJ29,KJ35,14,2.7
KJ30,KJ35,12,2.5
KJ31,KJ35,9,2.0
KJ32,KJ35,8,1.8
KJ33,KJ35,5,1.6
KJ34,KJ35,3,1.3
KJ35,KJ35,0,0.0
KJ36,KJ35,3,1.2
KJ37,KJ35,7,1.6
KG4,KJ35,85,5.7
KG5,KJ35,82,6.3
KG5A,KJ35,77,6.0
KG6,KJ35,75,5.9
KG7,KJ35,71,6.0
KG8,KJ35,69,5.8
KG9,KJ35,67,5.9
KG10,KJ35,65,5.6
KG12,KJ35,61,5.3
KG12A,KJ35,57,5.3
KG13,KJ35,86,4.7
KG14,KJ35,83,4.5
KG15,KJ35,78,3.8
KG16,KJ35,76,3.5
KG17,KJ35,72,3.6
KG18A,KJ35,70,3.9
KG20,KJ35,68,4.3
KG21,KJ35,66,4.5
KG22,KJ35,62,4.4
KG23,KJ35,58,4.8
KG24,KJ35,87,5.1
KG25,KJ35,84,5.4
KG26,KJ35,79,5.7
KG27,KJ35,77,6.2
KG28,KJ35,73,6.1
KG29,KJ35,71,6.4
KG30,KJ35,69,6.6
KG31,KJ35,67,6.5
KG33,KJ35,63,7.0
KG34,KJ35,59,7.1
KG35,KJ35,88,6.7
KJ1,KJ36,84,5.2
KJ2,KJ36,81,5.1
KJ3,KJ36,77,4.9
KJ4,KJ36,75,4.6
KJ5,KJ36,69,4.4
KJ6,KJ36,67,4.3
KJ7,KJ36,66,4.3
KJ8,KJ36,65,4.2
KJ9,KJ36,63,4.1
KJ10,KJ36,62,4.0
KJ11,KJ36,60,3.9
KJ12,KJ36,58,3.8
KJ13,KJ36,56,3.7
KJ14,KJ36,55,3.6
KJ15,KJ36,52,3.5
KJ16,KJ36,50,3.4
KJ17,KJ36,47,3.2
KJ18,KJ36,46,3.2
KJ19,KJ36,44,3.8
KJ20,KJ36,40,3.5
KJ21,KJ36,38,3.4
KJ22,KJ36,35,3.2
KJ23,KJ36,32,3.6
KJ24,KJ36,30,3.5
KJ25,KJ36,27,3.2
KJ26,KJ36,25,3.1
KJ27,KJ36,22,3.3
KJ28,KJ36,21,3.0
KJ29,KJ36,17,2.7
KJ30,KJ36,15,2.8
KJ31,KJ36,12,2.3
KJ32,KJ36,11,2.2
KJ33,KJ36,8,1.8
KJ34,KJ36,6,1.7
KJ35,KJ36,3,1.2
KJ36,KJ36,0,0.0
KJ37,KJ36,4,1.3
KG4,KJ36,87,5.9
KG5,KJ36,84,6.5
KG5A,KJ36,79,6.1
KG6,KJ36,77,6.0
KG7,KJ36,73,6.2
KG8,KJ36,71,5.9
KG9,KJ36,69,6.0
KG10,KJ36,67,5.7
KG12,KJ36,63,5.4
KG12A,KJ36,59,5.5
KG13,KJ36,88,4.8
KG14,KJ36,85,4.6
KG15,KJ36,80,3.9
KG16,KJ36,78,3.6
KG17,KJ36,74,3.8
KG18A,KJ36,72,4.1
KG20,KJ36,70,4.4
KG21,KJ36,68,4.6
KG22,KJ36,64,4.0
KG23,KJ36,60,4.5
KG24,KJ36,89,4.7
KG25,KJ36,86,5.0
KG26,KJ36,81,5.3
KG27,KJ36,79,5.8
KG28,KJ36,75,5.8
KG29,KJ36,73,6.1
KG30,KJ36,71,6.2
KG31,KJ36,69,6.1
KG33,KJ36,65,6.6
KG34,KJ36,61,6.7
KG35,KJ36,90,6.4
KJ1,KJ37,88,5.3
KJ2,KJ37,85,5.1
KJ3,KJ37,81,4.9
KJ4,KJ37,79,4.8
KJ5,KJ37,73,4.5
KJ6,KJ37,71,4.5
KJ7,KJ37,70,4.4
KJ8,KJ37,69,4.3
KJ9,KJ37,67,4.2
KJ10,KJ37,66,4.1
KJ11,KJ37,64,4.0
KJ12,KJ37,62,4.0
KJ13,KJ37,60,3.8
KJ14,KJ37,59,3.7
KJ15,KJ37,56,3.6
KJ16,KJ37,54,3.5
KJ17,KJ37,51,3.4
KJ18,KJ37,50,3.3
KJ19,KJ37,48,3.3
KJ20,KJ37,44,3.7
KJ21,KJ37,42,3.6
KJ22,KJ37,39,3.4
KJ23,KJ37,36,3.3
KJ24,KJ37,34,3.7
KJ25,KJ37,31,3.5
KJ26,KJ37,29,3.3
KJ27,KJ37,26,3.1
KJ28,KJ37,25,3.3
KJ29,KJ37,21,3.0
KJ30,KJ37,19,2.8
KJ31,KJ37,16,2.7
KJ32,KJ37,15,2.5
KJ33,KJ37,12,2.2
KJ34,KJ37,10,2.0
KJ35,KJ37,7,1.6
KJ36,KJ37,4,1.3
KJ37,KJ37,0,0.0
KG4,KJ37,91,6.6
KG5,KJ37,88,6.6
KG5A,KJ37,83,6.3
KG6,KJ37,81,6.2
KG7,KJ37,77,6.3
KG8,KJ37,75,6.1
KG9,KJ37,73,6.2
KG10,KJ37,71,5.9
KG12,KJ37,67,5.6
KG12A,KJ37,63,5.6
KG13,KJ37,92,5.0
KG14,KJ37,89,4.7
KG15,KJ37,84,4.1
KG16,KJ37,82,3.7
KG17,KJ37,78,3.8
KG18A,KJ37,76,4.1
KG20,KJ37,74,4.1
KG21,KJ37,72,3.8
KG22,KJ37,68,3.6
KG23,KJ37,64,4.0
KG24,KJ37,93,4.3
KG25,KJ37,90,4.6
KG26,KJ37,85,4.9
KG27,KJ37,83,5.4
KG28,KJ37,79,5.4
KG29,KJ37,77,5.6
KG30,KJ37,75,5.8
KG31,KJ37,73,5.5
KG33,KJ37,69,6.2
KG34,KJ37,65,6.3
KG35,KJ37,94,5.9
KJ1,KG4,66,5.7
KJ2,KG4,63,5.4
KJ3,KG4,59,5.5
KJ4,KG4,57,5.3
KJ5,KG4,51,5.2
KJ6,KG4,49,5.0
KJ7,KG4,48,4.8
KJ8,KG4,47,4.7
KJ9,KG4,45,4.4
KJ10,KG4,44,4.2
KJ11,KG4,42,4.1
KJ12,KG4,40,3.8
KJ13,KG4,38,3.5
KJ14,KG4,37,3.2
KJ15,KG4,40,3.6
KJ16,KG4,42,3.9
KJ17,KG4,45,4.2
KJ18,KG4,46,4.3
KJ19,KG4,48,4.4
KJ20,KG4,52,5.0
KJ21,KG4,54,5.1
KJ22,KG4,57,5.1
KJ23,KG4,60,5.3
KJ24,KG4,62,5.5
KJ25,KG4,65,5.4
KJ26,KG4,67,5.5
KJ27,KG4,70,5.7
KJ28,KG4,71,5.9
KJ29,KG4,75,5.6
KJ30,KG4,77,5.7
KJ31,KG4,80,5.9
KJ32,KG4,81,6.0
KJ33,KG4,84,5.5
KJ34,KG4,86,5.6
KJ35,KG4,89,5.7
KJ36,KG4,92,5.9
KJ37,KG4,96,6.0
KG4,KG4,0,0.0
KG5,KG4,3,1.2
KG5A,KG4,5,1.8
KG6,KG4,15,2.0
KG7,KG4,19,2.6
KG8,KG4,21,2.7
KG9,KG4,23,3.1
KG10,KG4,25,3.3
KG12,KG4,28,3.2
KG12A,KG4,31,3.5
KG13,KG4,34,3.3
KG14,KG4,36,3.4
KG15,KG4,37,3.1
KG16,KG4,39,3.2
KG17,KG4,41,3.3
KG18A,KG4,43,3.4
KG20,KG4,46,3.5
KG21,KG4,49,3.6
KG22,KG4,50,3.7
KG23,KG4,54,3.9
KG24,KG4,56,4.0
KG25,KG4,58,4.1
KG26,KG4,61,4.3
KG27,KG4,63,4.5
KG28,KG4,66,4.6
KG29,KG4,68,4.8
KG30,KG4,70,4.8
KG31,KG4,73,5.0
KG33,KG4,77,5.3
KG34,KG4,78,5.4
KG35,KG4,81,5.5
KJ1,KG5,64,6.3
KJ2,KG5,61,6.0
KJ3,KG5,57,6.1
KJ4,KG5,55,5.9
KJ5,KG5,49,5.8
KJ6,KG5,47,5.6
KJ7,KG5,46,5.4
KJ8,KG5,45,5.3
KJ9,KG5,43,5.0
KJ10,KG5,42,4.8
KJ11,KG5,40,4.7
KJ12,KG5,38,4.4
KJ13,KG5,36,4.1
KJ14,KG5,35,3.8
KJ15,KG5,38,4.2
KJ16,KG5,40,4.5
KJ17,KG5,43,4.8
KJ18,KG5,44,5.9
KJ19,KG5,46,5.0
KJ20,KG5,50,5.6
KJ21,KG5,52,5.7
KJ22,KG5,55,5.7
KJ23,KG5,58,5.9
KJ24,KG5,60,6.1
KJ25,KG5,63,6.0
KJ26,KG5,65,6.1
KJ27,KG5,68,6.3
KJ28,KG5,69,6.6
KJ29,KG5,73,6.2
KJ30,KG5,75,6.3
KJ31,KG5,78,6.5
KJ32,KG5,79,6.6
KJ33,KG5,82,6.1
KJ34,KG5,84,6.2
KJ35,KG5,87,6.3
KJ36,KG5,90,6.5
KJ37,KG5,94,6.6
KG4,KG5,3,1.2
KG5,KG5,0,0.0
KG5A,KG5,3,1.5
KG6,KG5,12,1.8
KG7,KG5,12,2.3
KG8,KG5,19,2.7
KG9,KG5,19,2.8
KG10,KG5,18,3.1
KG12,KG5,25,3.4
KG12A,KG5,28,3.3
KG13,KG5,31,3.7
KG14,KG5,34,3.3
KG15,KG5,36,3.7
KG16,KG5,37,3.8
KG17,KG5,39,3.2
KG18A,KG5,41,3.3
KG20,KG5,43,3.4
KG21,KG5,46,3.5
KG22,KG5,49,3.6
KG23,KG5,50,3.8
KG24,KG5,54,3.9
KG25,KG5,56,4.0
KG26,KG5,58,4.2
KG27,KG5,61,4.4
KG28,KG5,63,4.5
KG29,KG5,66,4.6
KG30,KG5,68,4.7
KG31,KG5,70,4.9
KG33,KG5,73,5.2
KG34,KG5,77,5.2
KG35,KG5,78,5.4
KJ1,KG5A,62,6.0
KJ2,KG5A,59,5.7
KJ3,KG5A,55,5.8
KJ4,KG5A,53,5.6
KJ5,KG5A,47,5.5
KJ6,KG5A,45,5.3
KJ7,KG5A,44,5.1
KJ8,KG5A,43,4.9
KJ9,KG5A,41,4.7
KJ10,KG5A,40,4.5
KJ11,KG5A,38,4.4
KJ12,KG5A,36,4.1
KJ13,KG5A,34,3.8
KJ14,KG5A,33,3.5
KJ15,KG5A,36,3.9
KJ16,KG5A,38,4.2
KJ17,KG5A,41,4.5
KJ18,KG5A,42,4.5
KJ19,KG5A,44,4.7
KJ20,KG5A,48,5.2
KJ21,KG5A,50,5.4
KJ22,KG5A,53,5.4
KJ23,KG5A,56,5.6
KJ24,KG5A,58,5.8
KJ25,KG5A,61,5.6
KJ26,KG5A,63,5.8
KJ27,KG5A,66,6.0
KJ28,KG5A,67,6.2
KJ29,KG5A,71,5.8
KJ30,KG5A,73,6.0
KJ31,KG5A,76,6.2
KJ32,KG5A,77,6.3
KJ33,KG5A,80,5.7
KJ34,KG5A,82,5.8
KJ35,KG5A,85,6.0
KJ36,KG5A,88,6.1
KJ37,KG5A,92,6.3
KG4,KG5A,5,1.8
KG5,KG5A,3,1.5
KG5A,KG5A,0,0.0
KG6,KG5A,4,1.1
KG7,KG5A,7,1.8
