From_ID,To_ID,Time,Fare
KJ10,KJ14,7,1.9
KJ11,KJ14,5,1.7
KJ12,KJ14,3,1.4
KJ13,KJ14,1,1.1
KJ14,KJ14,0,0.0
KJ15,KJ14,3,1.2
KJ16,KJ14,5,1.5
KJ17,KJ14,8,1.8
KJ18,KJ14,9,1.9
KJ19,KJ14,11,2.1
KJ20,KJ14,15,2.6
KJ21,KJ14,17,2.8
KJ22,KJ14,20,2.8
KJ23,KJ14,23,3.1
KJ24,KJ14,25,3.2
KJ25,KJ14,28,3.1
KJ26,KJ14,30,3.2
KJ27,KJ14,33,3.4
KJ28,KJ14,34,3.7
KJ29,KJ14,38,3.3
KJ30,KJ14,40,3.4
KJ31,KJ14,43,3.7
KJ32,KJ14,44,3.8
KJ33,KJ14,47,3.2
KJ34,KJ14,49,3.3
KJ35,KJ14,52,3.5
KJ36,KJ14,55,3.6
KJ37,KJ14,59,3.7
KG4,KJ14,33,3.2
KG5,KJ14,30,3.8
KG5A,KJ14,25,3.5
KG6,KJ14,23,3.4
KG7,KJ14,19,3.5
KG8,KJ14,17,3.3
KG9,KJ14,15,3.4
KG10,KJ14,13,3.1
KG12,KJ14,9,2.8
KG12A,KJ14,5,2.7
KG13,KJ14,34,2.1
KG14,KJ14,31,1.9
KG15,KJ14,26,1.2
KG16,KJ14,24,0.8
KG17,KJ14,20,1.0
KG18A,KJ14,18,1.3
KG20,KJ14,16,1.7
KG21,KJ14,14,1.8
KG22,KJ14,10,2.1
KG23,KJ14,6,2.5
KG24,KJ14,35,2.7
KG25,KJ14,32,2.8
KG26,KJ14,27,3.0
KG27,KJ14,25,3.5
KG28,KJ14,21,3.3
KG29,KJ14,19,3.5
KG30,KJ14,17,3.6
KG31,KJ14,15,3.3
KG33,KJ14,11,3.7
KG34,KJ14,7,3.8
KG35,KJ14,36,3.2
KJ1,KJ15,32,3.6
KJ2,KJ15,29,3.4
KJ3,KJ15,25,3.1
KJ4,KJ15,23,3.3
KJ5,KJ15,17,2.8
KJ6,KJ15,15,2.6
KJ7,KJ15,14,2.8
KJ8,KJ15,13,2.6
KJ9,KJ15,11,2.4
KJ10,KJ15,10,2.2
KJ11,KJ15,8,1.9
KJ12,KJ15,6,1.8
KJ13,KJ15,4,1.5
KJ14,KJ15,3,1.2
KJ15,KJ15,0,0.0
KJ16,KJ15,2,1.1
KJ17,KJ15,5,1.5
KJ18,KJ15,6,1.6
KJ19,KJ15,8,1.8
KJ20,KJ15,12,2.2
KJ21,KJ15,14,2.4
KJ22,KJ15,17,2.8
KJ23,KJ15,20,2.8
KJ24,KJ15,22,3.0
KJ25,KJ15,25,3.2
KJ26,KJ15,27,3.4
KJ27,KJ15,30,3.2
KJ28,KJ15,31,3.4
KJ29,KJ15,35,3.7
KJ30,KJ15,37,3.8
KJ31,KJ15,40,3.5
KJ32,KJ15,41,3.6
KJ33,KJ15,44,3.8
KJ34,KJ15,46,3.1
KJ35,KJ15,49,3.3
KJ36,KJ15,52,3.5
KJ37,KJ15,56,3.6
KG4,KJ15,36,3.6
KG5,KJ15,33,4.2
KG5A,KJ15,28,3.9
KG6,KJ15,26,3.7
KG7,KJ15,22,3.9
KG8,KJ15,20,3.7
KG9,KJ15,18,3.8
KG10,KJ15,16,3.5
KG12,KJ15,12,3.1
KG12A,KJ15,8,3.2
KG13,KJ15,37,2.5
KG14,KJ15,34,2.2
KG15,KJ15,29,1.5
KG16,KJ15,27,1.2
KG17,KJ15,23,1.4
KG18A,KJ15,21,1.7
KG20,KJ15,19,2.1
KG21,KJ15,17,2.2
KG22,KJ15,13,2.4
KG23,KJ15,9,2.8
KG24,KJ15,38,3.2
KG25,KJ15,35,3.1
KG26,KJ15,30,3.4
KG27,KJ15,28,3.8
KG28,KJ15,24,3.6
KG29,KJ15,22,3.9
KG30,KJ15,20,4.0
KG31,KJ15,18,3.7
KG33,KJ15,14,4.1
KG34,KJ15,10,4.2
KG35,KJ15,39,3.6
KJ1,KJ16,34,3.8
KJ2,KJ16,31,3.5
KJ3,KJ16,27,3.2
KJ4,KJ16,25,3.1
KJ5,KJ16,19,3.0
KJ6,KJ16,17,2.8
KJ7,KJ16,16,2.7
KJ8,KJ16,15,2.6
KJ9,KJ16,13,2.6
KJ10,KJ16,12,2.4
KJ11,KJ16,10,2.2
KJ12,KJ16,8,1.9
KJ13,KJ16,6,1.8
KJ14,KJ16,5,1.5
KJ15,KJ16,2,1.1
KJ16,KJ16,0,0.0
KJ17,KJ16,3,1.2
KJ18,KJ16,4,1.3
KJ19,KJ16,6,1.5
KJ20,KJ16,10,2.0
KJ21,KJ16,12,2.2
KJ22,KJ16,15,2.5
KJ23,KJ16,18,2.8
KJ24,KJ16,20,2.8
KJ25,KJ16,23,3.0
KJ26,KJ16,25,3.2
KJ27,KJ16,28,3.5
KJ28,KJ16,29,3.3
KJ29,KJ16,33,3.5
KJ30,KJ16,35,3.6
KJ31,KJ16,38,3.3
KJ32,KJ16,39,3.4
KJ33,KJ16,42,3.6
KJ34,KJ16,44,3.7
KJ35,KJ16,47,3.2
KJ36,KJ16,50,3.4
KJ37,KJ16,54,3.5
KG4,KJ16,38,3.9
KG5,KJ16,35,4.5
KG5A,KJ16,30,4.2
KG6,KJ16,28,4.0
KG7,KJ16,24,4.2
KG8,KJ16,22,3.9
KG9,KJ16,20,4.0
KG10,KJ16,18,3.7
KG12,KJ16,14,3.4
KG12A,KJ16,10,3.5
KG13,KJ16,39,2.7
KG14,KJ16,36,2.5
KG15,KJ16,31,1.8
KG16,KJ16,29,1.5
KG17,KJ16,25,1.7
KG18A,KJ16,23,2.0
KG20,KJ16,21,2.3
KG21,KJ16,19,2.5
KG22,KJ16,15,2.7
KG23,KJ16,11,3.2
KG24,KJ16,40,3.4
KG25,KJ16,37,3.4
KG26,KJ16,32,4.2
KG27,KJ16,30,4.7
KG28,KJ16,26,4.5
KG29,KJ16,24,4.8
KG30,KJ16,22,4.9
KG31,KJ16,20,4.6
KG33,KJ16,16,5.0
KG34,KJ16,12,5.2
KG35,KJ16,41,4.5
KJ1,KJ17,37,3.8
KJ2,KJ17,34,3.5
KJ3,KJ17,30,3.2
KJ4,KJ17,28,3.3
KJ5,KJ17,22,3.2
KJ6,KJ17,20,3.1
KJ7,KJ17,19,3.0
KJ8,KJ17,18,2.8
KJ9,KJ17,16,2.6
KJ10,KJ17,15,2.7
KJ11,KJ17,13,2.5
KJ12,KJ17,11,2.2
KJ13,KJ17,9,2.0
KJ14,KJ17,8,1.8
KJ15,KJ17,5,1.5
KJ16,KJ17,3,1.2
KJ17,KJ17,0,0.0
KJ18,KJ17,1,1.1
KJ19,KJ17,3,1.2
KJ20,KJ17,7,1.8
KJ21,KJ17,9,1.9
KJ22,KJ17,12,2.3
KJ23,KJ17,15,2.6
KJ24,KJ17,17,2.8
KJ25,KJ17,20,2.8
KJ26,KJ17,22,3.0
KJ27,KJ17,25,3.2
KJ28,KJ17,26,3.1
KJ29,KJ17,30,3.3
KJ30,KJ17,32,3.5
KJ31,KJ17,35,3.8
KJ32,KJ17,36,3.3
KJ33,KJ17,39,3.5
KJ34,KJ17,41,3.6
KJ35,KJ17,44,3.1
KJ36,KJ17,47,3.2
KJ37,KJ17,51,3.4
KG4,KJ17,41,4.2
KG5,KJ17,38,4.8
KG5A,KJ17,33,4.5
KG6,KJ17,31,4.3
KG7,KJ17,27,4.5
KG8,KJ17,25,4.3
KG9,KJ17,23,4.4
KG10,KJ17,21,4.1
KG12,KJ17,17,3.7
KG12A,KJ17,13,3.8
KG13,KJ17,42,3.2
KG14,KJ17,39,2.8
KG15,KJ17,34,2.1
KG16,KJ17,32,1.8
KG17,KJ17,28,2.0
KG18A,KJ17,26,2.3
KG20,KJ17,24,2.7
KG21,KJ17,22,2.8
KG22,KJ17,18,3.2
KG23,KJ17,14,3.5
KG24,KJ17,43,3.8
KG25,KJ17,40,3.7
KG26,KJ17,35,4.6
KG27,KJ17,33,5.1
KG28,KJ17,29,4.9
KG29,KJ17,27,5.2
KG30,KJ17,25,5.3
KG31,KJ17,23,5.0
KG33,KJ17,19,5.4
KG34,KJ17,15,5.6
KG35,KJ17,44,4.9
KJ1,KJ18,38,3.5
KJ2,KJ18,35,3.3
KJ3,KJ18,31,3.6
KJ4,KJ18,29,3.4
KJ5,KJ18,23,3.4
KJ6,KJ18,21,3.2
KJ7,KJ18,20,3.1
KJ8,KJ18,19,3.0
KJ9,KJ18,17,2.8
KJ10,KJ18,16,2.6
KJ11,KJ18,14,2.6
KJ12,KJ18,12,2.4
KJ13,KJ18,10,2.1
KJ14,KJ18,9,1.9
KJ15,KJ18,6,1.6
KJ16,KJ18,4,1.3
KJ17,KJ18,1,1.0
KJ18,KJ18,0,0.0
KJ19,KJ18,2,1.1
KJ20,KJ18,6,1.6
KJ21,KJ18,8,1.7
KJ22,KJ18,11,2.1
KJ23,KJ18,14,2.4
KJ24,KJ18,16,2.6
KJ25,KJ18,19,2.7
KJ26,KJ18,21,2.8
KJ27,KJ18,24,3.1
KJ28,KJ18,25,3.4
KJ29,KJ18,29,3.2
KJ30,KJ18,31,3.3
KJ31,KJ18,34,3.6
KJ32,KJ18,35,3.8
KJ33,KJ18,38,3.4
KJ34,KJ18,40,3.5
KJ35,KJ18,43,3.7
KJ36,KJ18,46,3.2
KJ37,KJ18,50,3.3
KG4,KJ18,42,4.3
KG5,KJ18,39,4.9
KG5A,KJ18,34,4.5
KG6,KJ18,32,4.4
KG7,KJ18,28,4.6
KG8,KJ18,26,4.3
KG9,KJ18,24,4.4
KG10,KJ18,22,4.1
KG12,KJ18,18,3.8
KG12A,KJ18,14,3.9
KG13,KJ18,43,3.2
KG14,KJ18,40,3.0
KG15,KJ18,35,2.2
KG16,KJ18,33,1.9
KG17,KJ18,29,2.0
KG18A,KJ18,27,2.3
KG20,KJ18,25,2.7
KG21,KJ18,23,3.0
KG22,KJ18,19,3.2
KG23,KJ18,15,3.6
KG24,KJ18,44,3.8
KG25,KJ18,41,3.8
KG26,KJ18,36,4.7
KG27,KJ18,34,5.2
KG28,KJ18,30,5.0
KG29,KJ18,28,5.2
KG30,KJ18,26,5.4
KG31,KJ18,24,5.0
KG33,KJ18,20,5.5
KG34,KJ18,16,5.6
KG35,KJ18,45,4.9
KJ1,KJ19,40,3.6
KJ2,KJ19,37,3.4
KJ3,KJ19,33,3.7
KJ4,KJ19,31,3.5
KJ5,KJ19,25,3.1
KJ6,KJ19,23,3.4
KJ7,KJ19,22,3.3
KJ8,KJ19,21,3.1
KJ9,KJ19,19,2.9
KJ10,KJ19,18,2.7
KJ11,KJ19,16,2.8
KJ12,KJ19,14,2.6
KJ13,KJ19,12,2.3
KJ14,KJ19,11,2.1
KJ15,KJ19,8,1.8
KJ16,KJ19,6,1.5
KJ17,KJ19,3,1.2
KJ18,KJ19,2,1.0
KJ19,KJ19,0,0.0
KJ20,KJ19,4,1.5
KJ21,KJ19,6,1.7
KJ22,KJ19,9,1.9
KJ23,KJ19,12,2.2
KJ24,KJ19,14,2.5
KJ25,KJ19,17,2.8
KJ26,KJ19,19,2.7
KJ27,KJ19,22,3.0
KJ28,KJ19,23,3.3
KJ29,KJ19,27,3.1
KJ30,KJ19,29,3.2
KJ31,KJ19,32,3.5
KJ32,KJ19,33,3.7
KJ33,KJ19,36,3.3
KJ34,KJ19,38,3.4
KJ35,KJ19,41,3.6
KJ36,KJ19,44,3.8
KJ37,KJ19,48,3.3
KG4,KJ19,44,4.4
KG5,KJ19,41,5.0
KG5A,KJ19,36,4.7
KG6,KJ19,34,4.6
KG7,KJ19,30,4.7
KG8,KJ19,28,4.5
KG9,KJ19,26,4.6
KG10,KJ19,24,4.3
KG12,KJ19,20,4.0
KG12A,KJ19,16,4.0
KG13,KJ19,45,3.4
KG14,KJ19,42,3.2
KG15,KJ19,37,2.4
KG16,KJ19,35,2.1
KG17,KJ19,31,2.2
KG18A,KJ19,29,2.5
KG20,KJ19,27,2.9
KG21,KJ19,25,3.2
KG22,KJ19,21,3.4
KG23,KJ19,17,3.8
KG24,KJ19,46,4.0
KG25,KJ19,43,4.0
KG26,KJ19,38,4.9
KG27,KJ19,36,5.4
KG28,KJ19,32,5.2
KG29,KJ19,30,5.5
KG30,KJ19,28,5.6
KG31,KJ19,26,5.2
KG33,KJ19,22,5.7
KG34,KJ19,18,5.8
KG35,KJ19,47,5.1
KJ1,KJ20,44,3.1
KJ2,KJ20,41,3.7
KJ3,KJ20,37,3.4
KJ4,KJ20,35,3.3
KJ5,KJ20,29,3.5
KJ6,KJ20,27,3.3
KJ7,KJ20,26,3.2
KJ8,KJ20,25,3.1
KJ9,KJ20,23,3.3
KJ10,KJ20,22,3.2
KJ11,KJ20,20,3.0
KJ12,KJ20,18,2.8
KJ13,KJ20,16,2.8
KJ14,KJ20,15,2.6
KJ15,KJ20,12,2.2
KJ16,KJ20,10,2.0
KJ17,KJ20,7,1.8
KJ18,KJ20,6,1.6
KJ19,KJ20,4,1.5
KJ20,KJ20,0,0.0
KJ21,KJ20,2,1.1
KJ22,KJ20,5,1.5
KJ23,KJ20,8,1.8
KJ24,KJ20,10,1.9
KJ25,KJ20,13,2.2
KJ26,KJ20,15,2.4
KJ27,KJ20,18,2.8
KJ28,KJ20,19,2.8
KJ29,KJ20,23,3.1
KJ30,KJ20,25,3.2
KJ31,KJ20,28,3.2
KJ32,KJ20,29,3.3
KJ33,KJ20,32,3.5
KJ34,KJ20,34,3.7
KJ35,KJ20,37,3.4
KJ36,KJ20,40,3.5
KJ37,KJ20,44,3.7
KG4,KJ20,48,5.0
KG5,KJ20,45,5.6
KG5A,KJ20,40,5.2
KG6,KJ20,38,5.1
KG7,KJ20,34,5.3
KG8,KJ20,32,5.0
KG9,KJ20,30,5.1
KG10,KJ20,28,4.8
KG12,KJ20,24,4.5
KG12A,KJ20,20,4.6
KG13,KJ20,49,3.9
KG14,KJ20,46,3.7
KG15,KJ20,41,3.0
KG16,KJ20,39,2.6
KG17,KJ20,35,2.8
KG18A,KJ20,33,3.1
KG20,KJ20,31,3.5
KG21,KJ20,29,3.7
KG22,KJ20,25,3.9
KG23,KJ20,21,4.3
KG24,KJ20,50,4.5
KG25,KJ20,47,4.5
KG26,KJ20,42,5.5
KG27,KJ20,40,6.0
KG28,KJ20,36,5.8
KG29,KJ20,34,6.1
KG30,KJ20,32,6.2
KG31,KJ20,30,5.9
KG33,KJ20,26,6.3
KG34,KJ20,22,6.5
KG35,KJ20,51,5.8
KJ1,KJ21,46,3.2
KJ2,KJ21,43,3.8
KJ3,KJ21,39,3.5
KJ4,KJ21,37,3.4
KJ5,KJ21,31,3.6
KJ6,KJ21,29,3.4
KJ7,KJ21,28,3.4
KJ8,KJ21,27,3.2
KJ9,KJ21,25,3.1
KJ10,KJ21,24,3.3
KJ11,KJ21,22,3.1
KJ12,KJ21,20,2.9
KJ13,KJ21,18,2.7
KJ14,KJ21,17,2.8
KJ15,KJ21,14,2.4
KJ16,KJ21,12,2.2
KJ17,KJ21,9,1.9
KJ18,KJ21,8,1.7
KJ19,KJ21,6,1.7
KJ20,KJ21,2,1.1
KJ21,KJ21,0,0.0
KJ22,KJ21,3,1.3
KJ23,KJ21,6,1.6
KJ24,KJ21,8,1.7
KJ25,KJ21,11,2.1
KJ26,KJ21,13,2.3
KJ27,KJ21,16,2.6
KJ28,KJ21,17,2.7
KJ29,KJ21,21,2.9
KJ30,KJ21,23,3.1
KJ31,KJ21,26,3.5
KJ32,KJ21,27,3.2
KJ33,KJ21,30,3.4
KJ34,KJ21,32,3.5
KJ35,KJ21,35,3.3
KJ36,KJ21,38,3.4
KJ37,KJ21,42,3.6
KG4,KJ21,50,5.1
KG5,KJ21,47,5.7
KG5A,KJ21,42,5.4
KG6,KJ21,40,5.3
KG7,KJ21,36,5.4
KG8,KJ21,34,5.2
KG9,KJ21,32,5.3
KG10,KJ21,30,5.0
KG12,KJ21,26,4.7
KG12A,KJ21,22,4.7
KG13,KJ21,51,4.1
KG14,KJ21,48,3.9
KG15,KJ21,43,3.2
KG16,KJ21,41,2.8
KG17,KJ21,37,3.0
KG18A,KJ21,35,3.3
KG20,KJ21,33,3.7
KG21,KJ21,31,3.9
KG22,KJ21,27,4.1
KG23,KJ21,23,4.5
KG24,KJ21,52,4.7
KG25,KJ21,49,4.7
KG26,KJ21,44,5.0
KG27,KJ21,42,5.4
KG28,KJ21,38,5.2
KG29,KJ21,36,5.4
KG30,KJ21,34,5.5
KG31,KJ21,32,5.2
KG33,KJ21,28,5.6
KG34,KJ21,24,5.7
KG35,KJ21,53,5.1
KJ1,KJ22,49,3.4
KJ2,KJ22,46,3.2
KJ3,KJ22,42,3.7
KJ4,KJ22,40,3.6
KJ5,KJ22,34,3.3
KJ6,KJ22,32,3.7
KJ7,KJ22,31,3.6
KJ8,KJ22,30,3.5
KJ9,KJ22,28,3.3
KJ10,KJ22,27,3.2
KJ11,KJ22,25,3.4
KJ12,KJ22,23,3.2
KJ13,KJ22,21,3.0
KJ14,KJ22,20,2.8
KJ15,KJ22,17,2.8
KJ16,KJ22,15,2.5
KJ17,KJ22,12,2.3
KJ18,KJ22,11,2.1
KJ19,KJ22,9,1.9
KJ20,KJ22,5,1.5
KJ21,KJ22,3,1.3
KJ22,KJ22,0,0.0
KJ23,KJ22,3,1.2
KJ24,KJ22,5,1.4
KJ25,KJ22,8,1.8
KJ26,KJ22,10,1.9
KJ27,KJ22,13,2.2
KJ28,KJ22,14,2.6
KJ29,KJ22,18,2.6
KJ30,KJ22,20,2.8
KJ31,KJ22,23,3.2
KJ32,KJ22,24,3.3
KJ33,KJ22,27,3.1
KJ34,KJ22,29,3.3
KJ35,KJ22,32,3.6
KJ36,KJ22,35,3.2
KJ37,KJ22,39,3.4
KG4,KJ22,53,5.1
KG5,KJ22,50,5.7
KG5A,KJ22,45,5.4
KG6,KJ22,43,5.2
KG7,KJ22,39,5.4
KG8,KJ22,37,5.1
KG9,KJ22,35,5.3
KG10,KJ22,33,5.0
KG12,KJ22,29,4.6
KG12A,KJ22,25,4.7
KG13,KJ22,54,4.1
KG14,KJ22,51,3.8
KG15,KJ22,46,3.1
KG16,KJ22,44,2.8
KG17,KJ22,40,3.0
KG18A,KJ22,38,3.3
KG20,KJ22,36,3.7
KG21,KJ22,34,3.8
KG22,KJ22,30,4.0
KG23,KJ22,26,4.4
KG24,KJ22,55,4.6
KG25,KJ22,52,4.6
KG26,KJ22,47,4.9
KG27,KJ22,45,5.3
KG28,KJ22,41,5.1
KG29,KJ22,39,5.4
KG30,KJ22,37,5.5
KG31,KJ22,35,5.2
KG33,KJ22,31,5.6
KG34,KJ22,27,5.7
KG35,KJ22,56,5.1
KJ1,KJ23,52,3.5
KJ2,KJ23,49,3.3
KJ3,KJ23,45,3.1
KJ4,KJ23,43,3.7
KJ5,KJ23,37,3.4
KJ6,KJ23,35,3.3
KJ7,KJ23,34,3.2
KJ8,KJ23,33,3.7
KJ9,KJ23,31,3.5
KJ10,KJ23,30,3.4
KJ11,KJ23,28,3.2
KJ12,KJ23,26,3.1
KJ13,KJ23,24,3.3
KJ14,KJ23,23,3.1
KJ15,KJ23,20,2.8
KJ16,KJ23,18,2.8
KJ17,KJ23,15,2.6
KJ18,KJ23,14,2.4
KJ19,KJ23,12,2.2
KJ20,KJ23,8,1.8
KJ21,KJ23,6,1.6
KJ22,KJ23,3,1.2
KJ23,KJ23,0,0.0
KJ24,KJ23,2,1.1
KJ25,KJ23,5,1.5
KJ26,KJ23,7,1.7
KJ27,KJ23,10,1.9
KJ28,KJ23,11,2.3
KJ29,KJ23,15,2.6
KJ30,KJ23,17,2.8
KJ31,KJ23,20,2.9
KJ32,KJ23,21,3.1
KJ33,KJ23,24,3.3
KJ34,KJ23,26,3.1
KJ35,KJ23,29,3.4
KJ36,KJ23,32,3.6
KJ37,KJ23,36,3.3
KG4,KJ23,56,5.3
KG5,KJ23,53,5.9
KG5A,KJ23,48,5.6
KG6,KJ23,46,5.5
KG7,KJ23,42,5.6
KG8,KJ23,40,5.4
KG9,KJ23,38,5.5
KG10,KJ23,36,5.2
KG12,KJ23,32,4.9
KG12A,KJ23,28,4.9
KG13,KJ23,57,4.3
KG14,KJ23,54,4.1
KG15,KJ23,49,3.4
KG16,KJ23,47,3.1
KG17,KJ23,43,3.2
KG18A,KJ23,41,3.5
KG20,KJ23,39,3.9
KG21,KJ23,37,4.1
KG22,KJ23,33,4.3
KG23,KJ23,29,4.7
KG24,KJ23,58,4.9
KG25,KJ23,55,4.9
KG26,KJ23,50,5.1
KG27,KJ23,48,5.6
KG28,KJ23,44,5.4
KG29,KJ23,42,5.6
KG30,KJ23,40,5.7
KG31,KJ23,38,5.4
KG33,KJ23,34,5.8
KG34,KJ23,30,5.9
KG35,KJ23,59,5.3
KJ1,KJ24,54,3.6
KJ2,KJ24,51,3.4
KJ3,KJ24,47,3.2
KJ4,KJ24,45,3.1
KJ5,KJ24,39,3.5
KJ6,KJ24,37,3.4
KJ7,KJ24,36,3.4
KJ8,KJ24,35,3.3
KJ9,KJ24,33,3.7
KJ10,KJ24,32,3.5
KJ11,KJ24,30,3.4
KJ12,KJ24,28,3.2
KJ13,KJ24,26,3.4
KJ14,KJ24,25,3.2
KJ15,KJ24,22,3.0
KJ16,KJ24,20,2.8
KJ17,KJ24,17,2.8
KJ18,KJ24,16,2.6
KJ19,KJ24,14,2.5
KJ20,KJ24,10,1.9
KJ21,KJ24,8,1.7
KJ22,KJ24,5,1.4
KJ23,KJ24,2,1.1
KJ24,KJ24,0,0.0
KJ25,KJ24,3,1.2
KJ26,KJ24,5,1.4
KJ27,KJ24,8,1.8
KJ28,KJ24,9,2.1
KJ29,KJ24,13,2.4
KJ30,KJ24,15,2.6
KJ31,KJ24,18,2.7
KJ32,KJ24,19,2.9
KJ33,KJ24,22,3.2
KJ34,KJ24,24,3.3
KJ35,KJ24,27,3.2
KJ36,KJ24,30,3.5
KJ37,KJ24,34,3.7
KG4,KJ24,58,5.5
KG5,KJ24,55,6.1
KG5A,KJ24,50,5.8
KG6,KJ24,48,5.7
KG7,KJ24,44,5.8
KG8,KJ24,42,5.6
KG9,KJ24,40,5.7
KG10,KJ24,38,5.4
KG12,KJ24,34,5.1
KG12A,KJ24,30,5.1
KG13,KJ24,59,4.5
KG14,KJ24,56,4.2
KG15,KJ24,51,3.6
KG16,KJ24,49,3.2
KG17,KJ24,45,3.4
KG18A,KJ24,43,3.7
KG20,KJ24,41,4.1
KG21,KJ24,39,4.2
KG22,KJ24,35,4.5
KG23,KJ24,31,4.9
KG24,KJ24,60,5.1
KG25,KJ24,57,5.3
KG26,KJ24,52,5.7
KG27,KJ24,50,5.7
KG28,KJ24,46,5.5
KG29,KJ24,44,5.8
KG30,KJ24,42,5.9
KG31,KJ24,40,5.6
KG33,KJ24,36,6.0
KG34,KJ24,32,6.1
KG35,KJ24,61,5.5
KJ1,KJ25,57,3.7
KJ2,KJ25,54,3.7
KJ3,KJ25,50,3.5
KJ4,KJ25,48,3.3
KJ5,KJ25,42,3.7
KJ6,KJ25,40,3.6
KJ7,KJ25,39,3.5
KJ8,KJ25,38,3.4
KJ9,KJ25,36,3.3
KJ10,KJ25,35,3.8
KJ11,KJ25,33,3.6
KJ12,KJ25,31,3.4
KJ13,KJ25,29,3.3
KJ14,KJ25,28,3.1
KJ15,KJ25,25,3.2
KJ16,KJ25,23,3.0
KJ17,KJ25,20,2.8
KJ18,KJ25,19,2.7
KJ19,KJ25,17,2.8
KJ20,KJ25,13,2.3
KJ21,KJ25,11,2.1
KJ22,KJ25,8,1.8
KJ23,KJ25,5,1.5
KJ24,KJ25,3,1.2
KJ25,KJ25,0,0.0
KJ26,KJ25,2,1.1
KJ27,KJ25,5,1.4
KJ28,KJ25,6,1.8
KJ29,KJ25,10,2.0
KJ30,KJ25,12,2.2
KJ31,KJ25,15,2.7
KJ32,KJ25,16,2.6
KJ33,KJ25,19,2.9
KJ34,KJ25,21,3.1
KJ35,KJ25,24,3.4
KJ36,KJ25,27,3.2
KJ37,KJ25,31,3.5
KG4,KJ25,61,5.4
KG5,KJ25,58,6.0
KG5A,KJ25,53,5.6
KG6,KJ25,51,5.5
KG7,KJ25,47,5.7
KG8,KJ25,45,5.4
KG9,KJ25,43,5.5
KG10,KJ25,41,5.2
KG12,KJ25,37,4.9
KG12A,KJ25,33,5.0
KG13,KJ25,62,4.3
KG14,KJ25,59,4.1
KG15,KJ25,54,3.4
KG16,KJ25,52,3.1
KG17,KJ25,48,3.3
KG18A,KJ25,46,3.5
KG20,KJ25,44,3.9
KG21,KJ25,42,4.1
KG22,KJ25,38,4.3
KG23,KJ25,34,4.7
KG24,KJ25,63,4.9
KG25,KJ25,60,4.9
KG26,KJ25,55,5.2
KG27,KJ25,53,5.6
KG28,KJ25,49,5.4
KG29,KJ25,47,5.6
KG30,KJ25,45,5.8
KG31,KJ25,43,5.4
KG33,KJ25,39,5.8
KG34,KJ25,35,5.9
KG35,KJ25,64,5.4
KJ1,KJ26,59,3.9
KJ2,KJ26,56,3.8
KJ3,KJ26,52,3.6
KJ4,KJ26,50,3.3
KJ5,KJ26,44,3.8
KJ6,KJ26,42,3.7
KJ7,KJ26,41,3.6
KJ8,KJ26,40,3.5
KJ9,KJ26,38,3.4
KJ10,KJ26,37,3.3
KJ11,KJ26,35,3.7
KJ12,KJ26,33,3.6
KJ13,KJ26,31,3.4
KJ14,KJ26,30,3.2
KJ15,KJ26,27,3.4
KJ16,KJ26,25,3.2
KJ17,KJ26,22,3.0
KJ18,KJ26,21,2.8
KJ19,KJ26,19,2.7
KJ20,KJ26,15,2.4
KJ21,KJ26,13,2.3
KJ22,KJ26,10,1.9
KJ23,KJ26,7,1.7
KJ24,KJ26,5,1.4
KJ25,KJ26,2,1.1
KJ26,KJ26,0,0.0
KJ27,KJ26,3,1.2
KJ28,KJ26,4,1.6
KJ29,KJ26,8,1.8
KJ30,KJ26,10,2.1
KJ31,KJ26,13,2.5
KJ32,KJ26,14,2.7
KJ33,KJ26,17,2.7
KJ34,KJ26,19,2.9
KJ35,KJ26,22,3.3
KJ36,KJ26,25,3.1
KJ37,KJ26,29,3.3
KG4,KJ26,63,5.5
KG5,KJ26,60,6.1
KG5A,KJ26,55,5.8
KG6,KJ26,53,5.6
KG7,KJ26,49,5.8
KG8,KJ26,47,5.5
KG9,KJ26,45,5.6
KG10,KJ26,43,5.4
KG12,KJ26,39,5.0
KG12A,KJ26,35,5.1
KG13,KJ26,64,4.4
KG14,KJ26,61,4.2
KG15,KJ26,56,3.5
KG16,KJ26,54,3.2
KG17,KJ26,50,3.4
KG18A,KJ26,48,3.7
KG20,KJ26,46,4.0
KG21,KJ26,44,4.2
KG22,KJ26,40,4.4
KG23,KJ26,36,4.8
KG24,KJ26,65,5.0
KG25,KJ26,62,5.0
KG26,KJ26,57,5.3
KG27,KJ26,55,5.7
KG28,KJ26,51,5.5
KG29,KJ26,49,5.8
KG30,KJ26,47,5.9
KG31,KJ26,45,5.6
KG33,KJ26,41,6.0
KG34,KJ26,37,6.1
KG35,KJ26,66,5.5
KJ1,KJ27,62,4.1
KJ2,KJ27,59,3.9
KJ3,KJ27,55,3.7
KJ4,KJ27,53,3.5
KJ5,KJ27,47,3.2
KJ6,KJ27,45,3.2
KJ7,KJ27,44,3.8
KJ8,KJ27,43,3.7
KJ9,KJ27,41,3.6
KJ10,KJ27,40,3.5
KJ11,KJ27,38,3.3
KJ12,KJ27,36,3.8
KJ13,KJ27,34,3.6
KJ14,KJ27,33,3.4
KJ15,KJ27,30,3.2
KJ16,KJ27,28,3.5
KJ17,KJ27,25,3.2
KJ18,KJ27,24,3.1
KJ19,KJ27,22,3.0
KJ20,KJ27,18,2.8
KJ21,KJ27,16,2.6
