From_ID,Origin,To_ID,Destination,Fare
KJ31,USJ 7 (KJL),KJ18,Kerinchi,3.6
KJ32,Taipan,KJ18,Kerinchi,3.8
KJ33,Wawasan,KJ18,Kerinchi,3.4
KJ34,USJ 21,KJ18,Kerinchi,3.5
KJ35,Alam Megah,KJ18,Kerinchi,3.7
KJ36,Subang Alam,KJ18,Kerinchi,3.2
KJ37,Putra Heights (KJL),KJ18,Kerinchi,3.3
KG4,Sungai Buloh,KJ18,Kerinchi,4.3
KG5,Kampung Selamat,KJ18,Kerinchi,4.9
KG5A,Kwasa Damansara,KJ18,Kerinchi,4.5
KG6,Kwasa Sentral,KJ18,Kerinchi,4.4
KG7,Kota Damansara,KJ18,Kerinchi,4.6
KG8,Surian,KJ18,Kerinchi,4.3
KG9,Mutiara Damansara,KJ18,Kerinchi,4.4
KG10,Bandar Utama,KJ18,Kerinchi,4.1
KG12,TTDI,KJ18,Kerinchi,3.8
KG12A,Phileo Damansara,KJ18,Kerinchi,3.9
KG13,Pusat Bandar Damansara,KJ18,Kerinchi,3.2
KG14,Semantan,KJ18,Kerinchi,3
KG15,Muzium Negara,KJ18,Kerinchi,2.2
KG16,Pasar Seni (SBK),KJ18,Kerinchi,1.9
KG17,Merdeka,KJ18,Kerinchi,2
KG18A,Bukit Bintang,KJ18,Kerinchi,2.3
KG20,Tun Razak Exchange (TRX),KJ18,Kerinchi,2.7
KG21,Cochrane,KJ18,Kerinchi,3
KG22,Maluri (SBK),KJ18,Kerinchi,3.2
KG23,Taman Pertama,KJ18,Kerinchi,3.6
KG24,Taman Midah,KJ18,Kerinchi,3.8
KG25,Taman Mutiara,KJ18,Kerinchi,3.8
KG26,Taman Connaught,KJ18,Kerinchi,4.7
KG27,Taman Suntex,KJ18,Kerinchi,5.2
KG28,Sri Raya,KJ18,Kerinchi,5
KG29,Bandar Tun Hussein Onn,KJ18,Kerinchi,5.2
KG30,Batu 11 Cheras,KJ18,Kerinchi,5.4
KG31,Bukit Dukung,KJ18,Kerinchi,5
KG33,Sungai Jernih,KJ18,Kerinchi,5.5
KG34,Stadium Kajang,KJ18,Kerinchi,5.6
KG35,Kajang,KJ18,Kerinchi,4.9
KJ1,Gombak,KJ19,Universiti,3.6
KJ2,Taman Melati,KJ19,Universiti,3.4
KJ3,Wangsa Maju,KJ19,Universiti,3.7
KJ4,Sri Rampai,KJ19,Universiti,3.5
KJ5,Setiawangsa,KJ19,Universiti,3.1
KJ6,Jelatek,KJ19,Universiti,3.4
KJ7,Dato' Keramat,KJ19,Universiti,3.3
KJ8,Damai,KJ19,Universiti,3.1
KJ9,Ampang Park,KJ19,Universiti,2.9
KJ10,KLCC,KJ19,Universiti,2.7
KJ11,Kampung Baru,KJ19,Universiti,2.8
KJ12,Dang Wangi,KJ19,Universiti,2.6
KJ13,Masjid Jamek (KJL),KJ19,Universiti,2.3
KJ14,Pasar Seni (KJL),KJ19,Universiti,2.1
KJ15,KL Sentral (KJL),KJ19,Universiti,1.8
KJ16,Bangsar,KJ19,Universiti,1.5
KJ17,Abdullah Hukum,KJ19,Universiti,1.2
KJ18,Kerinchi,KJ19,Universiti,1
KJ19,Universiti,KJ19,Universiti,0
KJ20,Taman Jaya,KJ19,Universiti,1.5
KJ21,Asia Jaya,KJ19,Universiti,1.7
KJ22,Taman Paramount,KJ19,Universiti,1.9
KJ23,Taman Bahagia,KJ19,Universiti,2.2
KJ24,Kelana Jaya,KJ19,Universiti,2.5
KJ25,Lembah Subang,KJ19,Universiti,2.8
KJ26,Ara Damansara,KJ19,Universiti,2.7
KJ27,Glenmarie,KJ19,Universiti,3
KJ28,Subang Jaya,KJ19,Universiti,3.3
KJ29,SS 15,KJ19,Universiti,3.1
KJ30,SS 18,KJ19,Universiti,3.2
KJ31,USJ 7 (KJL),KJ19,Universiti,3.5
KJ32,Taipan,KJ19,Universiti,3.7
KJ33,Wawasan,KJ19,Universiti,3.3
KJ34,USJ 21,KJ19,Universiti,3.4
KJ35,Alam Megah,KJ19,Universiti,3.6
KJ36,Subang Alam,KJ19,Universiti,3.8
KJ37,Putra Heights (KJL),KJ19,Universiti,3.3
KG4,Sungai Buloh,KJ19,Universiti,4.4
KG5,Kampung Selamat,KJ19,Universiti,5
KG5A,Kwasa Damansara,KJ19,Universiti,4.7
KG6,Kwasa Sentral,KJ19,Universiti,4.6
KG7,Kota Damansara,KJ19,Universiti,4.7
KG8,Surian,KJ19,Universiti,4.5
KG9,Mutiara Damansara,KJ19,Universiti,4.6
KG10,Bandar Utama,KJ19,Universiti,4.3
KG12,TTDI,KJ19,Universiti,4
KG12A,Phileo Damansara,KJ19,Universiti,4
KG13,Pusat Bandar Damansara,KJ19,Universiti,3.4
KG14,Semantan,KJ19,Universiti,3.2
KG15,Muzium Negara,KJ19,Universiti,2.4
KG16,Pasar Seni (SBK),KJ19,Universiti,2.1
KG17,Merdeka,KJ19,Universiti,2.2
KG18A,Bukit Bintang,KJ19,Universiti,2.5
KG20,Tun Razak Exchange (TRX),KJ19,Universiti,2.9
KG21,Cochrane,KJ19,Universiti,3.2
KG22,Maluri (SBK),KJ19,Universiti,3.4
KG23,Taman Pertama,KJ19,Universiti,3.8
KG24,Taman Midah,KJ19,Universiti,4
KG25,Taman Mutiara,KJ19,Universiti,4
KG26,Taman Connaught,KJ19,Universiti,4.9
KG27,Taman Suntex,KJ19,Universiti,5.4
KG28,Sri Raya,KJ19,Universiti,5.2
KG29,Bandar Tun Hussein Onn,KJ19,Universiti,5.5
KG30,Batu 11 Cheras,KJ19,Universiti,5.6
KG31,Bukit Dukung,KJ19,Universiti,5.2
KG33,Sungai Jernih,KJ19,Universiti,5.7
KG34,Stadium Kajang,KJ19,Universiti,5.8
KG35,Kajang,KJ19,Universiti,5.1
KJ1,Gombak,KJ20,Taman Jaya,3.1
KJ2,Taman Melati,KJ20,Taman Jaya,3.7
KJ3,Wangsa Maju,KJ20,Taman Jaya,3.4
KJ4,Sri Rampai,KJ20,Taman Jaya,3.3
KJ5,Setiawangsa,KJ20,Taman Jaya,3.5
KJ6,Jelatek,KJ20,Taman Jaya,3.3
KJ7,Dato' Keramat,KJ20,Taman Jaya,3.2
KJ8,Damai,KJ20,Taman Jaya,3.1
KJ9,Ampang Park,KJ20,Taman Jaya,3.3
KJ10,KLCC,KJ20,Taman Jaya,3.2
KJ11,Kampung Baru,KJ20,Taman Jaya,3
KJ12,Dang Wangi,KJ20,Taman Jaya,2.8
KJ13,Masjid Jamek (KJL),KJ20,Taman Jaya,2.8
KJ14,Pasar Seni (KJL),KJ20,Taman Jaya,2.6
KJ15,KL Sentral (KJL),KJ20,Taman Jaya,2.2
KJ16,Bangsar,KJ20,Taman Jaya,2
KJ17,Abdullah Hukum,KJ20,Taman Jaya,1.8
KJ18,Kerinchi,KJ20,Taman Jaya,1.6
KJ19,Universiti,KJ20,Taman Jaya,1.5
KJ20,Taman Jaya,KJ20,Taman Jaya,0
KJ21,Asia Jaya,KJ20,Taman Jaya,1.1
KJ22,Taman Paramount,KJ20,Taman Jaya,1.5
KJ23,Taman Bahagia,KJ20,Taman Jaya,1.8
KJ24,Kelana Jaya,KJ20,Taman Jaya,1.9
KJ25,Lembah Subang,KJ20,Taman Jaya,2.2
KJ26,Ara Damansara,KJ20,Taman Jaya,2.4
KJ27,Glenmarie,KJ20,Taman Jaya,2.8
KJ28,Subang Jaya,KJ20,Taman Jaya,2.8
KJ29,SS 15,KJ20,Taman Jaya,3.1
KJ30,SS 18,KJ20,Taman Jaya,3.2
KJ31,USJ 7 (KJL),KJ20,Taman Jaya,3.2
KJ32,Taipan,KJ20,Taman Jaya,3.3
KJ33,Wawasan,KJ20,Taman Jaya,3.5
KJ34,USJ 21,KJ20,Taman Jaya,3.7
KJ35,Alam Megah,KJ20,Taman Jaya,3.4
KJ36,Subang Alam,KJ20,Taman Jaya,3.5
KJ37,Putra Heights (KJL),KJ20,Taman Jaya,3.7
KG4,Sungai Buloh,KJ20,Taman Jaya,5
KG5,Kampung Selamat,KJ20,Taman Jaya,5.6
KG5A,Kwasa Damansara,KJ20,Taman Jaya,5.2
KG6,Kwasa Sentral,KJ20,Taman Jaya,5.1
KG7,Kota Damansara,KJ20,Taman Jaya,5.3
KG8,Surian,KJ20,Taman Jaya,5
KG9,Mutiara Damansara,KJ20,Taman Jaya,5.1
KG10,Bandar Utama,KJ20,Taman Jaya,4.8
KG12,TTDI,KJ20,Taman Jaya,4.5
KG12A,Phileo Damansara,KJ20,Taman Jaya,4.6
KG13,Pusat Bandar Damansara,KJ20,Taman Jaya,3.9
KG14,Semantan,KJ20,Taman Jaya,3.7
KG15,Muzium Negara,KJ20,Taman Jaya,3
KG16,Pasar Seni (SBK),KJ20,Taman Jaya,2.6
KG17,Merdeka,KJ20,Taman Jaya,2.8
KG18A,Bukit Bintang,KJ20,Taman Jaya,3.1
KG20,Tun Razak Exchange (TRX),KJ20,Taman Jaya,3.5
KG21,Cochrane,KJ20,Taman Jaya,3.7
KG22,Maluri (SBK),KJ20,Taman Jaya,3.9
KG23,Taman Pertama,KJ20,Taman Jaya,4.3
KG24,Taman Midah,KJ20,Taman Jaya,4.5
KG25,Taman Mutiara,KJ20,Taman Jaya,4.5
KG26,Taman Connaught,KJ20,Taman Jaya,5.5
KG27,Taman Suntex,KJ20,Taman Jaya,6
KG28,Sri Raya,KJ20,Taman Jaya,5.8
KG29,Bandar Tun Hussein Onn,KJ20,Taman Jaya,6.1
KG30,Batu 11 Cheras,KJ20,Taman Jaya,6.2
KG31,Bukit Dukung,KJ20,Taman Jaya,5.9
KG33,Sungai Jernih,KJ20,Taman Jaya,6.3
KG34,Stadium Kajang,KJ20,Taman Jaya,6.5
KG35,Kajang,KJ20,Taman Jaya,5.8
KJ1,Gombak,KJ21,Asia Jaya,3.2
KJ2,Taman Melati,KJ21,Asia Jaya,3.8
KJ3,Wangsa Maju,KJ21,Asia Jaya,3.5
KJ4,Sri Rampai,KJ21,Asia Jaya,3.4
KJ5,Setiawangsa,KJ21,Asia Jaya,3.6
KJ6,Jelatek,KJ21,Asia Jaya,3.4
KJ7,Dato' Keramat,KJ21,Asia Jaya,3.4
KJ8,Damai,KJ21,Asia Jaya,3.2
KJ9,Ampang Park,KJ21,Asia Jaya,3.1
KJ10,KLCC,KJ21,Asia Jaya,3.3
KJ11,Kampung Baru,KJ21,Asia Jaya,3.1
KJ12,Dang Wangi,KJ21,Asia Jaya,2.9
KJ13,Masjid Jamek (KJL),KJ21,Asia Jaya,2.7
KJ14,Pasar Seni (KJL),KJ21,Asia Jaya,2.8
KJ15,KL Sentral (KJL),KJ21,Asia Jaya,2.4
KJ16,Bangsar,KJ21,Asia Jaya,2.2
KJ17,Abdullah Hukum,KJ21,Asia Jaya,1.9
KJ18,Kerinchi,KJ21,Asia Jaya,1.7
KJ19,Universiti,KJ21,Asia Jaya,1.7
KJ20,Taman Jaya,KJ21,Asia Jaya,1.1
KJ21,Asia Jaya,KJ21,Asia Jaya,0
KJ22,Taman Paramount,KJ21,Asia Jaya,1.3
KJ23,Taman Bahagia,KJ21,Asia Jaya,1.6
KJ24,Kelana Jaya,KJ21,Asia Jaya,1.7
KJ25,Lembah Subang,KJ21,Asia Jaya,2.1
KJ26,Ara Damansara,KJ21,Asia Jaya,2.3
KJ27,Glenmarie,KJ21,Asia Jaya,2.6
KJ28,Subang Jaya,KJ21,Asia Jaya,2.7
KJ29,SS 15,KJ21,Asia Jaya,2.9
KJ30,SS 18,KJ21,Asia Jaya,3.1
KJ31,USJ 7 (KJL),KJ21,Asia Jaya,3.5
KJ32,Taipan,KJ21,Asia Jaya,3.2
KJ33,Wawasan,KJ21,Asia Jaya,3.4
KJ34,USJ 21,KJ21,Asia Jaya,3.5
KJ35,Alam Megah,KJ21,Asia Jaya,3.3
KJ36,Subang Alam,KJ21,Asia Jaya,3.4
KJ37,Putra Heights (KJL),KJ21,Asia Jaya,3.6
KG4,Sungai Buloh,KJ21,Asia Jaya,5.1
KG5,Kampung Selamat,KJ21,Asia Jaya,5.7
KG5A,Kwasa Damansara,KJ21,Asia Jaya,5.4
KG6,Kwasa Sentral,KJ21,Asia Jaya,5.3
KG7,Kota Damansara,KJ21,Asia Jaya,5.4
KG8,Surian,KJ21,Asia Jaya,5.2
KG9,Mutiara Damansara,KJ21,Asia Jaya,5.3
KG10,Bandar Utama,KJ21,Asia Jaya,5
KG12,TTDI,KJ21,Asia Jaya,4.7
KG12A,Phileo Damansara,KJ21,Asia Jaya,4.7
KG13,Pusat Bandar Damansara,KJ21,Asia Jaya,4.1
KG14,Semantan,KJ21,Asia Jaya,3.9
KG15,Muzium Negara,KJ21,Asia Jaya,3.2
KG16,Pasar Seni (SBK),KJ21,Asia Jaya,2.8
KG17,Merdeka,KJ21,Asia Jaya,3
KG18A,Bukit Bintang,KJ21,Asia Jaya,3.3
KG20,Tun Razak Exchange (TRX),KJ21,Asia Jaya,3.7
KG21,Cochrane,KJ21,Asia Jaya,3.9
KG22,Maluri (SBK),KJ21,Asia Jaya,4.1
KG23,Taman Pertama,KJ21,Asia Jaya,4.5
KG24,Taman Midah,KJ21,Asia Jaya,4.7
KG25,Taman Mutiara,KJ21,Asia Jaya,4.7
KG26,Taman Connaught,KJ21,Asia Jaya,5
KG27,Taman Suntex,KJ21,Asia Jaya,5.4
KG28,Sri Raya,KJ21,Asia Jaya,5.2
KG29,Bandar Tun Hussein Onn,KJ21,Asia Jaya,5.4
KG30,Batu 11 Cheras,KJ21,Asia Jaya,5.5
KG31,Bukit Dukung,KJ21,Asia Jaya,5.2
KG33,Sungai Jernih,KJ21,Asia Jaya,5.6
KG34,Stadium Kajang,KJ21,Asia Jaya,5.7
KG35,Kajang,KJ21,Asia Jaya,5.1
KJ1,Gombak,KJ22,Taman Paramount,3.4
KJ2,Taman Melati,KJ22,Taman Paramount,3.2
KJ3,Wangsa Maju,KJ22,Taman Paramount,3.7
KJ4,Sri Rampai,KJ22,Taman Paramount,3.6
KJ5,Setiawangsa,KJ22,Taman Paramount,3.3
KJ6,Jelatek,KJ22,Taman Paramount,3.7
KJ7,Dato' Keramat,KJ22,Taman Paramount,3.6
KJ8,Damai,KJ22,Taman Paramount,3.5
KJ9,Ampang Park,KJ22,Taman Paramount,3.3
KJ10,KLCC,KJ22,Taman Paramount,3.2
KJ11,Kampung Baru,KJ22,Taman Paramount,3.4
KJ12,Dang Wangi,KJ22,Taman Paramount,3.2
KJ13,Masjid Jamek (KJL),KJ22,Taman Paramount,3
KJ14,Pasar Seni (KJL),KJ22,Taman Paramount,2.8
KJ15,KL Sentral (KJL),KJ22,Taman Paramount,2.8
KJ16,Bangsar,KJ22,Taman Paramount,2.5
KJ17,Abdullah Hukum,KJ22,Taman Paramount,2.3
KJ18,Kerinchi,KJ22,Taman Paramount,2.1
KJ19,Universiti,KJ22,Taman Paramount,1.9
KJ20,Taman Jaya,KJ22,Taman Paramount,1.5
KJ21,Asia Jaya,KJ22,Taman Paramount,1.3
KJ22,Taman Paramount,KJ22,Taman Paramount,0
KJ23,Taman Bahagia,KJ22,Taman Paramount,1.2
KJ24,Kelana Jaya,KJ22,Taman Paramount,1.4
KJ25,Lembah Subang,KJ22,Taman Paramount,1.8
KJ26,Ara Damansara,KJ22,Taman Paramount,1.9
KJ27,Glenmarie,KJ22,Taman Paramount,2.2
KJ28,Subang Jaya,KJ22,Taman Paramount,2.6
KJ29,SS 15,KJ22,Taman Paramount,2.6
KJ30,SS 18,KJ22,Taman Paramount,2.8
KJ31,USJ 7 (KJL),KJ22,Taman Paramount,3.2
KJ32,Taipan,KJ22,Taman Paramount,3.3
KJ33,Wawasan,KJ22,Taman Paramount,3.1
KJ34,USJ 21,KJ22,Taman Paramount,3.3
KJ35,Alam Megah,KJ22,Taman Paramount,3.6
KJ36,Subang Alam,KJ22,Taman Paramount,3.2
KJ37,Putra Heights (KJL),KJ22,Taman Paramount,3.4
KG4,Sungai Buloh,KJ22,Taman Paramount,5.1
KG5,Kampung Selamat,KJ22,Taman Paramount,5.7
KG5A,Kwasa Damansara,KJ22,Taman Paramount,5.4
KG6,Kwasa Sentral,KJ22,Taman Paramount,5.2
KG7,Kota Damansara,KJ22,Taman Paramount,5.4
KG8,Surian,KJ22,Taman Paramount,5.1
KG9,Mutiara Damansara,KJ22,Taman Paramount,5.3
KG10,Bandar Utama,KJ22,Taman Paramount,5
KG12,TTDI,KJ22,Taman Paramount,4.6
KG12A,Phileo Damansara,KJ22,Taman Paramount,4.7
KG13,Pusat Bandar Damansara,KJ22,Taman Paramount,4.1
KG14,Semantan,KJ22,Taman Paramount,3.8
KG15,Muzium Negara,KJ22,Taman Paramount,3.1
KG16,Pasar Seni (SBK),KJ22,Taman Paramount,2.8
KG17,Merdeka,KJ22,Taman Paramount,3
KG18A,Bukit Bintang,KJ22,Taman Paramount,3.3
KG20,Tun Razak Exchange (TRX),KJ22,Taman Paramount,3.7
KG21,Cochrane,KJ22,Taman Paramount,3.8
KG22,Maluri (SBK),KJ22,Taman Paramount,4
KG23,Taman Pertama,KJ22,Taman Paramount,4.4
KG24,Taman Midah,KJ22,Taman Paramount,4.6
KG25,Taman Mutiara,KJ22,Taman Paramount,4.6
KG26,Taman Connaught,KJ22,Taman Paramount,4.9
KG27,Taman Suntex,KJ22,Taman Paramount,5.3
KG28,Sri Raya,KJ22,Taman Paramount,5.1
KG29,Bandar Tun Hussein Onn,KJ22,Taman Paramount,5.4
KG30,Batu 11 Cheras,KJ22,Taman Paramount,5.5
KG31,Bukit Dukung,KJ22,Taman Paramount,5.2
KG33,Sungai Jernih,KJ22,Taman Paramount,5.6
KG34,Stadium Kajang,KJ22,Taman Paramount,5.7
KG35,Kajang,KJ22,Taman Paramount,5.1
KJ1,Gombak,KJ23,Taman Bahagia,3.5
KJ2,Taman Melati,KJ23,Taman Bahagia,3.3
KJ3,Wangsa Maju,KJ23,Taman Bahagia,3.1
KJ4,Sri Rampai,KJ23,Taman Bahagia,3.7
KJ5,Setiawangsa,KJ23,Taman Bahagia,3.4
KJ6,Jelatek,KJ23,Taman Bahagia,3.3
KJ7,Dato' Keramat,KJ23,Taman Bahagia,3.2
KJ8,Damai,KJ23,Taman Bahagia,3.7
KJ9,Ampang Park,KJ23,Taman Bahagia,3.5
KJ10,KLCC,KJ23,Taman Bahagia,3.4
KJ11,Kampung Baru,KJ23,Taman Bahagia,3.2
KJ12,Dang Wangi,KJ23,Taman Bahagia,3.1
KJ13,Masjid Jamek (KJL),KJ23,Taman Bahagia,3.3
KJ14,Pasar Seni (KJL),KJ23,Taman Bahagia,3.1
KJ15,KL Sentral (KJL),KJ23,Taman Bahagia,2.8
KJ16,Bangsar,KJ23,Taman Bahagia,2.8
KJ17,Abdullah Hukum,KJ23,Taman Bahagia,2.6
KJ18,Kerinchi,KJ23,Taman Bahagia,2.4
KJ19,Universiti,KJ23,Taman Bahagia,2.2
KJ20,Taman Jaya,KJ23,Taman Bahagia,1.8
KJ21,Asia Jaya,KJ23,Taman Bahagia,1.6
KJ22,Taman Paramount,KJ23,Taman Bahagia,1.2
KJ23,Taman Bahagia,KJ23,Taman Bahagia,0
KJ24,Kelana Jaya,KJ23,Taman Bahagia,1.1
KJ25,Lembah Subang,KJ23,Taman Bahagia,1.5
KJ26,Ara Damansara,KJ23,Taman Bahagia,1.7
KJ27,Glenmarie,KJ23,Taman Bahagia,1.9
KJ28,Subang Jaya,KJ23,Taman Bahagia,2.3
KJ29,SS 15,KJ23,Taman Bahagia,2.6
KJ30,SS 18,KJ23,Taman Bahagia,2.8
KJ31,USJ 7 (KJL),KJ23,Taman Bahagia,2.9
KJ32,Taipan,KJ23,Taman Bahagia,3.1
KJ33,Wawasan,KJ23,Taman Bahagia,3.3
KJ34,USJ 21,KJ23,Taman Bahagia,3.1
KJ35,Alam Megah,KJ23,Taman Bahagia,3.4
KJ36,Subang Alam,KJ23,Taman Bahagia,3.6
KJ37,Putra Heights (KJL),KJ23,Taman Bahagia,3.3
KG4,Sungai Buloh,KJ23,Taman Bahagia,5.3
KG5,Kampung Selamat,KJ23,Taman Bahagia,5.9
KG5A,Kwasa Damansara,KJ23,Taman Bahagia,5.6
KG6,Kwasa Sentral,KJ23,Taman Bahagia,5.5
KG7,Kota Damansara,KJ23,Taman Bahagia,5.6
KG8,Surian,KJ23,Taman Bahagia,5.4
KG9,Mutiara Damansara,KJ23,Taman Bahagia,5.5
KG10,Bandar Utama,KJ23,Taman Bahagia,5.2
KG12,TTDI,KJ23,Taman Bahagia,4.9
KG12A,Phileo Damansara,KJ23,Taman Bahagia,4.9
KG13,Pusat Bandar Damansara,KJ23,Taman Bahagia,4.3
KG14,Semantan,KJ23,Taman Bahagia,4.1
KG15,Muzium Negara,KJ23,Taman Bahagia,3.4
KG16,Pasar Seni (SBK),KJ23,Taman Bahagia,3.1
KG17,Merdeka,KJ23,Taman Bahagia,3.2
KG18A,Bukit Bintang,KJ23,Taman Bahagia,3.5
KG20,Tun Razak Exchange (TRX),KJ23,Taman Bahagia,3.9
KG21,Cochrane,KJ23,Taman Bahagia,4.1
KG22,Maluri (SBK),KJ23,Taman Bahagia,4.3
KG23,Taman Pertama,KJ23,Taman Bahagia,4.7
KG24,Taman Midah,KJ23,Taman Bahagia,4.9
KG25,Taman Mutiara,KJ23,Taman Bahagia,4.9
KG26,Taman Connaught,KJ23,Taman Bahagia,5.1
KG27,Taman Suntex,KJ23,Taman Bahagia,5.6
KG28,Sri Raya,KJ23,Taman Bahagia,5.4
KG29,Bandar Tun Hussein Onn,KJ23,Taman Bahagia,5.6
KG30,Batu 11 Cheras,KJ23,Taman Bahagia,5.7
KG31,Bukit Dukung,KJ23,Taman Bahagia,5.4
KG33,Sungai Jernih,KJ23,Taman Bahagia,5.8
KG34,Stadium Kajang,KJ23,Taman Bahagia,5.9
KG35,Kajang,KJ23,Taman Bahagia,5.3
KJ1,Gombak,KJ24,Kelana Jaya,3.6
KJ2,Taman Melati,KJ24,Kelana Jaya,3.4
KJ3,Wangsa Maju,KJ24,Kelana Jaya,3.2
KJ4,Sri Rampai,KJ24,Kelana Jaya,3.1
KJ5,Setiawangsa,KJ24,Kelana Jaya,3.5
KJ6,Jelatek,KJ24,Kelana Jaya,3.4
KJ7,Dato' Keramat,KJ24,Kelana Jaya,3.4
KJ8,Damai,KJ24,Kelana Jaya,3.3
KJ9,Ampang Park,KJ24,Kelana Jaya,3.7
KJ10,KLCC,KJ24,Kelana Jaya,3.5
KJ11,Kampung Baru,KJ24,Kelana Jaya,3.4
KJ12,Dang Wangi,KJ24,Kelana Jaya,3.2
KJ13,Masjid Jamek (KJL),KJ24,Kelana Jaya,3.4
KJ14,Pasar Seni (KJL),KJ24,Kelana Jaya,3.2
KJ15,KL Sentral (KJL),KJ24,Kelana Jaya,3
KJ16,Bangsar,KJ24,Kelana Jaya,2.8
KJ17,Abdullah Hukum,KJ24,Kelana Jaya,2.8
KJ18,Kerinchi,KJ24,Kelana Jaya,2.6
KJ19,Universiti,KJ24,Kelana Jaya,2.5
KJ20,Taman Jaya,KJ24,Kelana Jaya,1.9
KJ21,Asia Jaya,KJ24,Kelana Jaya,1.7
KJ22,Taman Paramount,KJ24,Kelana Jaya,1.4
KJ23,Taman Bahagia,KJ24,Kelana Jaya,1.1
KJ24,Kelana Jaya,KJ24,Kelana Jaya,0
KJ25,Lembah Subang,KJ24,Kelana Jaya,1.2
KJ26,Ara Damansara,KJ24,Kelana Jaya,1.4
KJ27,Glenmarie,KJ24,Kelana Jaya,1.8
KJ28,Subang Jaya,KJ24,Kelana Jaya,2.1
KJ29,SS 15,KJ24,Kelana Jaya,2.4
KJ30,SS 18,KJ24,Kelana Jaya,2.6
KJ31,USJ 7 (KJL),KJ24,Kelana Jaya,2.7
KJ32,Taipan,KJ24,Kelana Jaya,2.9
KJ33,Wawasan,KJ24,Kelana Jaya,3.2
KJ34,USJ 21,KJ24,Kelana Jaya,3.3
KJ35,Alam Megah,KJ24,Kelana Jaya,3.2
KJ36,Subang Alam,KJ24,Kelana Jaya,3.5
KJ37,Putra Heights (KJL),KJ24,Kelana Jaya,3.7
KG4,Sungai Buloh,KJ24,Kelana Jaya,5.5
KG5,Kampung Selamat,KJ24,Kelana Jaya,6.1
KG5A,Kwasa Damansara,KJ24,Kelana Jaya,5.8
KG6,Kwasa Sentral,KJ24,Kelana Jaya,5.7
KG7,Kota Damansara,KJ24,Kelana Jaya,5.8
KG8,Surian,KJ24,Kelana Jaya,5.6
KG9,Mutiara Damansara,KJ24,Kelana Jaya,5.7
KG10,Bandar Utama,KJ24,Kelana Jaya,5.4
KG12,TTDI,KJ24,Kelana Jaya,5.1
KG12A,Phileo Damansara,KJ24,Kelana Jaya,5.1
KG13,Pusat Bandar Damansara,KJ24,Kelana Jaya,4.5
KG14,Semantan,KJ24,Kelana Jaya,4.2
KG15,Muzium Negara,KJ24,Kelana Jaya,3.6
KG16,Pasar Seni (SBK),KJ24,Kelana Jaya,3.2
KG17,Merdeka,KJ24,Kelana Jaya,3.4
KG18A,Bukit Bintang,KJ24,Kelana Jaya,3.7
KG20,Tun Razak Exchange (TRX),KJ24,Kelana Jaya,4.1
KG21,Cochrane,KJ24,Kelana Jaya,4.2
KG22,Maluri (SBK),KJ24,Kelana Jaya,4.5
KG23,Taman Pertama,KJ24,Kelana Jaya,4.9
KG24,Taman Midah,KJ24,Kelana Jaya,5.1
KG25,Taman Mutiara,KJ24,Kelana Jaya,5.3
KG26,Taman Connaught,KJ24,Kelana Jaya,5.7
KG27,Taman Suntex,KJ24,Kelana Jaya,5.7
KG28,Sri Raya,KJ24,Kelana Jaya,5.5
KG29,Bandar Tun Hussein Onn,KJ24,Kelana Jaya,5.8
KG30,Batu 11 Cheras,KJ24,Kelana Jaya,5.9
KG31,Bukit Dukung,KJ24,Kelana Jaya,5.6
KG33,Sungai Jernih,KJ24,Kelana Jaya,6
KG34,Stadium Kajang,KJ24,Kelana Jaya,6.1
KG35,Kajang,KJ24,Kelana Jaya,5.5
KJ1,Gombak,KJ25,Lembah Subang,3.7
KJ2,Taman Melati,KJ25,Lembah Subang,3.7
KJ3,Wangsa Maju,KJ25,Lembah Subang,3.5
KJ4,Sri Rampai,KJ25,Lembah Subang,3.3
KJ5,Setiawangsa,KJ25,Lembah Subang,3.7
KJ6,Jelatek,KJ25,Lembah Subang,3.6
KJ7,Dato' Keramat,KJ25,Lembah Subang,3.5
KJ8,Damai,KJ25,Lembah Subang,3.4
KJ9,Ampang Park,KJ25,Lembah Subang,3.3
KJ10,KLCC,KJ25,Lembah Subang,3.8
KJ11,Kampung Baru,KJ25,Lembah Subang,3.6
KJ12,Dang Wangi,KJ25,Lembah Subang,3.4
KJ13,Masjid Jamek (KJL),KJ25,Lembah Subang,3.3
KJ14,Pasar Seni (KJL),KJ25,Lembah Subang,3.1
KJ15,KL Sentral (KJL),KJ25,Lembah Subang,3.2
KJ16,Bangsar,KJ25,Lembah Subang,3
KJ17,Abdullah Hukum,KJ25,Lembah Subang,2.8
KJ18,Kerinchi,KJ25,Lembah Subang,2.7
KJ19,Universiti,KJ25,Lembah Subang,2.8
KJ20,Taman Jaya,KJ25,Lembah Subang,2.3
KJ21,Asia Jaya,KJ25,Lembah Subang,2.1
KJ22,Taman Paramount,KJ25,Lembah Subang,1.8
KJ23,Taman Bahagia,KJ25,Lembah Subang,1.5
KJ24,Kelana Jaya,KJ25,Lembah Subang,1.2
KJ25,Lembah Subang,KJ25,Lembah Subang,0
KJ26,Ara Damansara,KJ25,Lembah Subang,1.1
KJ27,Glenmarie,KJ25,Lembah Subang,1.4
KJ28,Subang Jaya,KJ25,Lembah Subang,1.8
KJ29,SS 15,KJ25,Lembah Subang,2
KJ30,SS 18,KJ25,Lembah Subang,2.2
