From_ID,Origin,To_ID,Destination,Fare
KG27,Taman Suntex,KG17,Merdeka,3.3
KG28,Sri Raya,KG17,Merdeka,3.2
KG29,Bandar Tun Hussein Onn,KG17,Merdeka,3.4
KG30,Batu 11 Cheras,KG17,Merdeka,3.5
KG31,Bukit Dukung,KG17,Merdeka,3.8
KG33,Sungai Jernih,KG17,Merdeka,3.6
KG34,Stadium Kajang,KG17,Merdeka,3.7
KG35,Kajang,KG17,Merdeka,3.2
KJ1,Gombak,KG18A,Bukit Bintang,3.8
KJ2,Taman Melati,KG18A,Bukit Bintang,3.9
KJ3,Wangsa Maju,KG18A,Bukit Bintang,3.6
KJ4,Sri Rampai,KG18A,Bukit Bintang,3.4
KJ5,Setiawangsa,KG18A,Bukit Bintang,3.2
KJ6,Jelatek,KG18A,Bukit Bintang,2.9
KJ7,Dato' Keramat,KG18A,Bukit Bintang,2.8
KJ8,Damai,KG18A,Bukit Bintang,2.6
KJ9,Ampang Park,KG18A,Bukit Bintang,2.3
KJ10,KLCC,KG18A,Bukit Bintang,2.2
KJ11,Kampung Baru,KG18A,Bukit Bintang,2
KJ12,Dang Wangi,KG18A,Bukit Bintang,1.7
KJ13,Masjid Jamek (KJL),KG18A,Bukit Bintang,1.4
KJ14,Pasar Seni (KJL),KG18A,Bukit Bintang,1.3
KJ15,KL Sentral (KJL),KG18A,Bukit Bintang,1.7
KJ16,Bangsar,KG18A,Bukit Bintang,2
KJ17,Abdullah Hukum,KG18A,Bukit Bintang,2.3
KJ18,Kerinchi,KG18A,Bukit Bintang,2.3
KJ19,Universiti,KG18A,Bukit Bintang,2.5
KJ20,Taman Jaya,KG18A,Bukit Bintang,3.1
KJ21,Asia Jaya,KG18A,Bukit Bintang,3.3
KJ22,Taman Paramount,KG18A,Bukit Bintang,3.3
KJ23,Taman Bahagia,KG18A,Bukit Bintang,3.5
KJ24,Kelana Jaya,KG18A,Bukit Bintang,3.7
KJ25,Lembah Subang,KG18A,Bukit Bintang,3.5
KJ26,Ara Damansara,KG18A,Bukit Bintang,3.7
KJ27,Glenmarie,KG18A,Bukit Bintang,3.9
KJ28,Subang Jaya,KG18A,Bukit Bintang,4.1
KJ29,SS 15,KG18A,Bukit Bintang,3.8
KJ30,SS 18,KG18A,Bukit Bintang,3.9
KJ31,USJ 7 (KJL),KG18A,Bukit Bintang,4.1
KJ32,Taipan,KG18A,Bukit Bintang,4.2
KJ33,Wawasan,KG18A,Bukit Bintang,3.7
KJ34,USJ 21,KG18A,Bukit Bintang,3.8
KJ35,Alam Megah,KG18A,Bukit Bintang,3.9
KJ36,Subang Alam,KG18A,Bukit Bintang,4.1
KJ37,Putra Heights (KJL),KG18A,Bukit Bintang,4.1
KG4,Sungai Buloh,KG18A,Bukit Bintang,3.4
KG5,Kampung Selamat,KG18A,Bukit Bintang,3.3
KG5A,Kwasa Damansara,KG18A,Bukit Bintang,3.7
KG6,Kwasa Sentral,KG18A,Bukit Bintang,3.6
KG7,Kota Damansara,KG18A,Bukit Bintang,3.2
KG8,Surian,KG18A,Bukit Bintang,3.6
KG9,Mutiara Damansara,KG18A,Bukit Bintang,3.3
KG10,Bandar Utama,KG18A,Bukit Bintang,3.4
KG12,TTDI,KG18A,Bukit Bintang,3.1
KG12A,Phileo Damansara,KG18A,Bukit Bintang,2.8
KG13,Pusat Bandar Damansara,KG18A,Bukit Bintang,2.5
KG14,Semantan,KG18A,Bukit Bintang,2.3
KG15,Muzium Negara,KG18A,Bukit Bintang,1.6
KG16,Pasar Seni (SBK),KG18A,Bukit Bintang,1.3
KG17,Merdeka,KG18A,Bukit Bintang,1.1
KG18A,Bukit Bintang,KG18A,Bukit Bintang,0
KG20,Tun Razak Exchange (TRX),KG18A,Bukit Bintang,1.2
KG21,Cochrane,KG18A,Bukit Bintang,1.5
KG22,Maluri (SBK),KG18A,Bukit Bintang,1.8
KG23,Taman Pertama,KG18A,Bukit Bintang,2.1
KG24,Taman Midah,KG18A,Bukit Bintang,2.3
KG25,Taman Mutiara,KG18A,Bukit Bintang,2.6
KG26,Taman Connaught,KG18A,Bukit Bintang,2.7
KG27,Taman Suntex,KG18A,Bukit Bintang,3.1
KG28,Sri Raya,KG18A,Bukit Bintang,3.4
KG29,Bandar Tun Hussein Onn,KG18A,Bukit Bintang,3.2
KG30,Batu 11 Cheras,KG18A,Bukit Bintang,3.3
KG31,Bukit Dukung,KG18A,Bukit Bintang,3.6
KG33,Sungai Jernih,KG18A,Bukit Bintang,3.5
KG34,Stadium Kajang,KG18A,Bukit Bintang,3.6
KG35,Kajang,KG18A,Bukit Bintang,3.8
KJ1,Gombak,KG20,Tun Razak Exchange (TRX),4.1
KJ2,Taman Melati,KG20,Tun Razak Exchange (TRX),4.3
KJ3,Wangsa Maju,KG20,Tun Razak Exchange (TRX),3.9
KJ4,Sri Rampai,KG20,Tun Razak Exchange (TRX),3.7
KJ5,Setiawangsa,KG20,Tun Razak Exchange (TRX),3.6
KJ6,Jelatek,KG20,Tun Razak Exchange (TRX),3.4
KJ7,Dato' Keramat,KG20,Tun Razak Exchange (TRX),3.2
KJ8,Damai,KG20,Tun Razak Exchange (TRX),2.9
KJ9,Ampang Park,KG20,Tun Razak Exchange (TRX),2.7
KJ10,KLCC,KG20,Tun Razak Exchange (TRX),2.6
KJ11,Kampung Baru,KG20,Tun Razak Exchange (TRX),2.3
KJ12,Dang Wangi,KG20,Tun Razak Exchange (TRX),2.1
KJ13,Masjid Jamek (KJL),KG20,Tun Razak Exchange (TRX),1.8
KJ14,Pasar Seni (KJL),KG20,Tun Razak Exchange (TRX),1.7
KJ15,KL Sentral (KJL),KG20,Tun Razak Exchange (TRX),2.1
KJ16,Bangsar,KG20,Tun Razak Exchange (TRX),2.3
KJ17,Abdullah Hukum,KG20,Tun Razak Exchange (TRX),2.7
KJ18,Kerinchi,KG20,Tun Razak Exchange (TRX),2.7
KJ19,Universiti,KG20,Tun Razak Exchange (TRX),2.9
KJ20,Taman Jaya,KG20,Tun Razak Exchange (TRX),3.5
KJ21,Asia Jaya,KG20,Tun Razak Exchange (TRX),3.7
KJ22,Taman Paramount,KG20,Tun Razak Exchange (TRX),3.7
KJ23,Taman Bahagia,KG20,Tun Razak Exchange (TRX),3.9
KJ24,Kelana Jaya,KG20,Tun Razak Exchange (TRX),4.1
KJ25,Lembah Subang,KG20,Tun Razak Exchange (TRX),3.9
KJ26,Ara Damansara,KG20,Tun Razak Exchange (TRX),4
KJ27,Glenmarie,KG20,Tun Razak Exchange (TRX),4.3
KJ28,Subang Jaya,KG20,Tun Razak Exchange (TRX),4.5
KJ29,SS 15,KG20,Tun Razak Exchange (TRX),4.1
KJ30,SS 18,KG20,Tun Razak Exchange (TRX),4.2
KJ31,USJ 7 (KJL),KG20,Tun Razak Exchange (TRX),4.5
KJ32,Taipan,KG20,Tun Razak Exchange (TRX),4.6
KJ33,Wawasan,KG20,Tun Razak Exchange (TRX),4
KJ34,USJ 21,KG20,Tun Razak Exchange (TRX),4.1
KJ35,Alam Megah,KG20,Tun Razak Exchange (TRX),4.3
KJ36,Subang Alam,KG20,Tun Razak Exchange (TRX),4.4
KJ37,Putra Heights (KJL),KG20,Tun Razak Exchange (TRX),4.1
KG4,Sungai Buloh,KG20,Tun Razak Exchange (TRX),3.5
KG5,Kampung Selamat,KG20,Tun Razak Exchange (TRX),3.4
KG5A,Kwasa Damansara,KG20,Tun Razak Exchange (TRX),3.2
KG6,Kwasa Sentral,KG20,Tun Razak Exchange (TRX),3.8
KG7,Kota Damansara,KG20,Tun Razak Exchange (TRX),3.4
KG8,Surian,KG20,Tun Razak Exchange (TRX),3.8
KG9,Mutiara Damansara,KG20,Tun Razak Exchange (TRX),3.5
KG10,Bandar Utama,KG20,Tun Razak Exchange (TRX),3.2
KG12,TTDI,KG20,Tun Razak Exchange (TRX),3.4
KG12A,Phileo Damansara,KG20,Tun Razak Exchange (TRX),3.1
KG13,Pusat Bandar Damansara,KG20,Tun Razak Exchange (TRX),2.8
KG14,Semantan,KG20,Tun Razak Exchange (TRX),2.6
KG15,Muzium Negara,KG20,Tun Razak Exchange (TRX),1.9
KG16,Pasar Seni (SBK),KG20,Tun Razak Exchange (TRX),1.7
KG17,Merdeka,KG20,Tun Razak Exchange (TRX),1.5
KG18A,Bukit Bintang,KG20,Tun Razak Exchange (TRX),1.2
KG20,Tun Razak Exchange (TRX),KG20,Tun Razak Exchange (TRX),0
KG21,Cochrane,KG20,Tun Razak Exchange (TRX),1.1
KG22,Maluri (SBK),KG20,Tun Razak Exchange (TRX),1.4
KG23,Taman Pertama,KG20,Tun Razak Exchange (TRX),1.8
KG24,Taman Midah,KG20,Tun Razak Exchange (TRX),1.9
KG25,Taman Mutiara,KG20,Tun Razak Exchange (TRX),2.3
KG26,Taman Connaught,KG20,Tun Razak Exchange (TRX),2.7
KG27,Taman Suntex,KG20,Tun Razak Exchange (TRX),2.9
KG28,Sri Raya,KG20,Tun Razak Exchange (TRX),3.1
KG29,Bandar Tun Hussein Onn,KG20,Tun Razak Exchange (TRX),3.4
KG30,Batu 11 Cheras,KG20,Tun Razak Exchange (TRX),3.1
KG31,Bukit Dukung,KG20,Tun Razak Exchange (TRX),3.4
KG33,Sungai Jernih,KG20,Tun Razak Exchange (TRX),3.3
KG34,Stadium Kajang,KG20,Tun Razak Exchange (TRX),3.4
KG35,Kajang,KG20,Tun Razak Exchange (TRX),3.6
KJ1,Gombak,KG21,Cochrane,4.4
KJ2,Taman Melati,KG21,Cochrane,4.6
KJ3,Wangsa Maju,KG21,Cochrane,4.2
KJ4,Sri Rampai,KG21,Cochrane,4
KJ5,Setiawangsa,KG21,Cochrane,3.9
KJ6,Jelatek,KG21,Cochrane,3.6
KJ7,Dato' Keramat,KG21,Cochrane,3.5
KJ8,Damai,KG21,Cochrane,3.3
KJ9,Ampang Park,KG21,Cochrane,3.1
KJ10,KLCC,KG21,Cochrane,2.9
KJ11,Kampung Baru,KG21,Cochrane,2.6
KJ12,Dang Wangi,KG21,Cochrane,2.4
KJ13,Masjid Jamek (KJL),KG21,Cochrane,2
KJ14,Pasar Seni (KJL),KG21,Cochrane,1.8
KJ15,KL Sentral (KJL),KG21,Cochrane,2.2
KJ16,Bangsar,KG21,Cochrane,2.5
KJ17,Abdullah Hukum,KG21,Cochrane,2.8
KJ18,Kerinchi,KG21,Cochrane,3
KJ19,Universiti,KG21,Cochrane,3.2
KJ20,Taman Jaya,KG21,Cochrane,3.7
KJ21,Asia Jaya,KG21,Cochrane,3.9
KJ22,Taman Paramount,KG21,Cochrane,3.8
KJ23,Taman Bahagia,KG21,Cochrane,4.1
KJ24,Kelana Jaya,KG21,Cochrane,4.2
KJ25,Lembah Subang,KG21,Cochrane,4.1
KJ26,Ara Damansara,KG21,Cochrane,4.2
KJ27,Glenmarie,KG21,Cochrane,4.4
KJ28,Subang Jaya,KG21,Cochrane,4.7
KJ29,SS 15,KG21,Cochrane,4.3
KJ30,SS 18,KG21,Cochrane,4.4
KJ31,USJ 7 (KJL),KG21,Cochrane,4.7
KJ32,Taipan,KG21,Cochrane,4.8
KJ33,Wawasan,KG21,Cochrane,4.2
KJ34,USJ 21,KG21,Cochrane,4.3
KJ35,Alam Megah,KG21,Cochrane,4.5
KJ36,Subang Alam,KG21,Cochrane,4.6
KJ37,Putra Heights (KJL),KG21,Cochrane,3.8
KG4,Sungai Buloh,KG21,Cochrane,3.6
KG5,Kampung Selamat,KG21,Cochrane,3.5
KG5A,Kwasa Damansara,KG21,Cochrane,3.3
KG6,Kwasa Sentral,KG21,Cochrane,3.2
KG7,Kota Damansara,KG21,Cochrane,3.6
KG8,Surian,KG21,Cochrane,3.4
KG9,Mutiara Damansara,KG21,Cochrane,3.7
KG10,Bandar Utama,KG21,Cochrane,3.4
KG12,TTDI,KG21,Cochrane,3.1
KG12A,Phileo Damansara,KG21,Cochrane,3.3
KG13,Pusat Bandar Damansara,KG21,Cochrane,2.8
KG14,Semantan,KG21,Cochrane,2.6
KG15,Muzium Negara,KG21,Cochrane,2.1
KG16,Pasar Seni (SBK),KG21,Cochrane,1.8
KG17,Merdeka,KG21,Cochrane,1.8
KG18A,Bukit Bintang,KG21,Cochrane,1.5
KG20,Tun Razak Exchange (TRX),KG21,Cochrane,1.1
KG21,Cochrane,KG21,Cochrane,0
KG22,Maluri (SBK),KG21,Cochrane,1.1
KG23,Taman Pertama,KG21,Cochrane,1.5
KG24,Taman Midah,KG21,Cochrane,1.8
KG25,Taman Mutiara,KG21,Cochrane,2.1
KG26,Taman Connaught,KG21,Cochrane,2.4
KG27,Taman Suntex,KG21,Cochrane,2.6
KG28,Sri Raya,KG21,Cochrane,2.9
KG29,Bandar Tun Hussein Onn,KG21,Cochrane,3.2
KG30,Batu 11 Cheras,KG21,Cochrane,3.3
KG31,Bukit Dukung,KG21,Cochrane,3.2
KG33,Sungai Jernih,KG21,Cochrane,3.7
KG34,Stadium Kajang,KG21,Cochrane,3.3
KG35,Kajang,KG21,Cochrane,3.4
KJ1,Gombak,KG22,Maluri (SBK),4.4
KJ2,Taman Melati,KG22,Maluri (SBK),4.6
KJ3,Wangsa Maju,KG22,Maluri (SBK),4.2
KJ4,Sri Rampai,KG22,Maluri (SBK),4
KJ5,Setiawangsa,KG22,Maluri (SBK),3.9
KJ6,Jelatek,KG22,Maluri (SBK),3.7
KJ7,Dato' Keramat,KG22,Maluri (SBK),3.5
KJ8,Damai,KG22,Maluri (SBK),3.3
KJ9,Ampang Park,KG22,Maluri (SBK),3.1
KJ10,KLCC,KG22,Maluri (SBK),2.9
KJ11,Kampung Baru,KG22,Maluri (SBK),2.6
KJ12,Dang Wangi,KG22,Maluri (SBK),2.4
KJ13,Masjid Jamek (KJL),KG22,Maluri (SBK),2.1
KJ14,Pasar Seni (KJL),KG22,Maluri (SBK),2.1
KJ15,KL Sentral (KJL),KG22,Maluri (SBK),2.4
KJ16,Bangsar,KG22,Maluri (SBK),2.7
KJ17,Abdullah Hukum,KG22,Maluri (SBK),3.2
KJ18,Kerinchi,KG22,Maluri (SBK),3.2
KJ19,Universiti,KG22,Maluri (SBK),3.4
KJ20,Taman Jaya,KG22,Maluri (SBK),3.9
KJ21,Asia Jaya,KG22,Maluri (SBK),4.1
KJ22,Taman Paramount,KG22,Maluri (SBK),4
KJ23,Taman Bahagia,KG22,Maluri (SBK),4.3
KJ24,Kelana Jaya,KG22,Maluri (SBK),4.5
KJ25,Lembah Subang,KG22,Maluri (SBK),4.3
KJ26,Ara Damansara,KG22,Maluri (SBK),4.4
KJ27,Glenmarie,KG22,Maluri (SBK),4.6
KJ28,Subang Jaya,KG22,Maluri (SBK),4.9
KJ29,SS 15,KG22,Maluri (SBK),4.5
KJ30,SS 18,KG22,Maluri (SBK),4.6
KJ31,USJ 7 (KJL),KG22,Maluri (SBK),4.9
KJ32,Taipan,KG22,Maluri (SBK),5
KJ33,Wawasan,KG22,Maluri (SBK),4.4
KJ34,USJ 21,KG22,Maluri (SBK),4.5
KJ35,Alam Megah,KG22,Maluri (SBK),4.4
KJ36,Subang Alam,KG22,Maluri (SBK),4
KJ37,Putra Heights (KJL),KG22,Maluri (SBK),3.6
KG4,Sungai Buloh,KG22,Maluri (SBK),3.7
KG5,Kampung Selamat,KG22,Maluri (SBK),3.6
KG5A,Kwasa Damansara,KG22,Maluri (SBK),3.4
KG6,Kwasa Sentral,KG22,Maluri (SBK),3.3
KG7,Kota Damansara,KG22,Maluri (SBK),3.7
KG8,Surian,KG22,Maluri (SBK),3.5
KG9,Mutiara Damansara,KG22,Maluri (SBK),3.2
KG10,Bandar Utama,KG22,Maluri (SBK),3.6
KG12,TTDI,KG22,Maluri (SBK),3.3
KG12A,Phileo Damansara,KG22,Maluri (SBK),3.1
KG13,Pusat Bandar Damansara,KG22,Maluri (SBK),3
KG14,Semantan,KG22,Maluri (SBK),2.8
KG15,Muzium Negara,KG22,Maluri (SBK),2.3
KG16,Pasar Seni (SBK),KG22,Maluri (SBK),2.1
KG17,Merdeka,KG22,Maluri (SBK),1.9
KG18A,Bukit Bintang,KG22,Maluri (SBK),1.8
KG20,Tun Razak Exchange (TRX),KG22,Maluri (SBK),1.4
KG21,Cochrane,KG22,Maluri (SBK),1.1
KG22,Maluri (SBK),KG22,Maluri (SBK),0
KG23,Taman Pertama,KG22,Maluri (SBK),1.3
KG24,Taman Midah,KG22,Maluri (SBK),1.5
KG25,Taman Mutiara,KG22,Maluri (SBK),1.8
KG26,Taman Connaught,KG22,Maluri (SBK),2.2
KG27,Taman Suntex,KG22,Maluri (SBK),2.7
KG28,Sri Raya,KG22,Maluri (SBK),2.7
KG29,Bandar Tun Hussein Onn,KG22,Maluri (SBK),3
KG30,Batu 11 Cheras,KG22,Maluri (SBK),3.2
KG31,Bukit Dukung,KG22,Maluri (SBK),3.1
KG33,Sungai Jernih,KG22,Maluri (SBK),3.6
KG34,Stadium Kajang,KG22,Maluri (SBK),3.7
KG35,Kajang,KG22,Maluri (SBK),3.3
KJ1,Gombak,KG23,Taman Pertama,4.9
KJ2,Taman Melati,KG23,Taman Pertama,5.1
KJ3,Wangsa Maju,KG23,Taman Pertama,4.7
KJ4,Sri Rampai,KG23,Taman Pertama,4.5
KJ5,Setiawangsa,KG23,Taman Pertama,4.3
KJ6,Jelatek,KG23,Taman Pertama,4.1
KJ7,Dato' Keramat,KG23,Taman Pertama,4
KJ8,Damai,KG23,Taman Pertama,3.8
KJ9,Ampang Park,KG23,Taman Pertama,3.6
KJ10,KLCC,KG23,Taman Pertama,3.5
KJ11,Kampung Baru,KG23,Taman Pertama,3.2
KJ12,Dang Wangi,KG23,Taman Pertama,2.8
KJ13,Masjid Jamek (KJL),KG23,Taman Pertama,2.5
KJ14,Pasar Seni (KJL),KG23,Taman Pertama,2.5
KJ15,KL Sentral (KJL),KG23,Taman Pertama,2.8
KJ16,Bangsar,KG23,Taman Pertama,3.2
KJ17,Abdullah Hukum,KG23,Taman Pertama,3.5
KJ18,Kerinchi,KG23,Taman Pertama,3.6
KJ19,Universiti,KG23,Taman Pertama,3.8
KJ20,Taman Jaya,KG23,Taman Pertama,4.3
KJ21,Asia Jaya,KG23,Taman Pertama,4.5
KJ22,Taman Paramount,KG23,Taman Pertama,4.4
KJ23,Taman Bahagia,KG23,Taman Pertama,4.7
KJ24,Kelana Jaya,KG23,Taman Pertama,4.9
KJ25,Lembah Subang,KG23,Taman Pertama,4.7
KJ26,Ara Damansara,KG23,Taman Pertama,4.8
KJ27,Glenmarie,KG23,Taman Pertama,5
KJ28,Subang Jaya,KG23,Taman Pertama,5.3
KJ29,SS 15,KG23,Taman Pertama,4.9
KJ30,SS 18,KG23,Taman Pertama,5
KJ31,USJ 7 (KJL),KG23,Taman Pertama,5.3
KJ32,Taipan,KG23,Taman Pertama,5.4
KJ33,Wawasan,KG23,Taman Pertama,4.8
KJ34,USJ 21,KG23,Taman Pertama,4.9
KJ35,Alam Megah,KG23,Taman Pertama,4.8
KJ36,Subang Alam,KG23,Taman Pertama,4.5
KJ37,Putra Heights (KJL),KG23,Taman Pertama,4
KG4,Sungai Buloh,KG23,Taman Pertama,3.9
KG5,Kampung Selamat,KG23,Taman Pertama,3.8
KG5A,Kwasa Damansara,KG23,Taman Pertama,3.5
KG6,Kwasa Sentral,KG23,Taman Pertama,3.4
KG7,Kota Damansara,KG23,Taman Pertama,3.2
KG8,Surian,KG23,Taman Pertama,3.7
KG9,Mutiara Damansara,KG23,Taman Pertama,3.5
KG10,Bandar Utama,KG23,Taman Pertama,3.3
KG12,TTDI,KG23,Taman Pertama,3.6
KG12A,Phileo Damansara,KG23,Taman Pertama,3.3
KG13,Pusat Bandar Damansara,KG23,Taman Pertama,3.3
KG14,Semantan,KG23,Taman Pertama,3.1
KG15,Muzium Negara,KG23,Taman Pertama,2.7
KG16,Pasar Seni (SBK),KG23,Taman Pertama,2.5
KG17,Merdeka,KG23,Taman Pertama,2.3
KG18A,Bukit Bintang,KG23,Taman Pertama,2.1
KG20,Tun Razak Exchange (TRX),KG23,Taman Pertama,1.8
KG21,Cochrane,KG23,Taman Pertama,1.5
KG22,Maluri (SBK),KG23,Taman Pertama,1.3
KG23,Taman Pertama,KG23,Taman Pertama,0
KG24,Taman Midah,KG23,Taman Pertama,1.1
KG25,Taman Mutiara,KG23,Taman Pertama,1.5
KG26,Taman Connaught,KG23,Taman Pertama,1.8
KG27,Taman Suntex,KG23,Taman Pertama,2.3
KG28,Sri Raya,KG23,Taman Pertama,2.6
KG29,Bandar Tun Hussein Onn,KG23,Taman Pertama,2.7
KG30,Batu 11 Cheras,KG23,Taman Pertama,2.8
KG31,Bukit Dukung,KG23,Taman Pertama,3.2
KG33,Sungai Jernih,KG23,Taman Pertama,3.3
KG34,Stadium Kajang,KG23,Taman Pertama,3.4
KG35,Kajang,KG23,Taman Pertama,3.6
KJ1,Gombak,KG24,Taman Midah,5.1
KJ2,Taman Melati,KG24,Taman Midah,5.3
KJ3,Wangsa Maju,KG24,Taman Midah,4.9
KJ4,Sri Rampai,KG24,Taman Midah,4.7
KJ5,Setiawangsa,KG24,Taman Midah,4.6
KJ6,Jelatek,KG24,Taman Midah,4.3
KJ7,Dato' Keramat,KG24,Taman Midah,4.2
KJ8,Damai,KG24,Taman Midah,4
KJ9,Ampang Park,KG24,Taman Midah,3.8
KJ10,KLCC,KG24,Taman Midah,3.7
KJ11,Kampung Baru,KG24,Taman Midah,3.4
KJ12,Dang Wangi,KG24,Taman Midah,3.2
KJ13,Masjid Jamek (KJL),KG24,Taman Midah,2.7
KJ14,Pasar Seni (KJL),KG24,Taman Midah,2.7
KJ15,KL Sentral (KJL),KG24,Taman Midah,3.2
KJ16,Bangsar,KG24,Taman Midah,3.4
KJ17,Abdullah Hukum,KG24,Taman Midah,3.8
KJ18,Kerinchi,KG24,Taman Midah,3.8
KJ19,Universiti,KG24,Taman Midah,4
KJ20,Taman Jaya,KG24,Taman Midah,4.5
KJ21,Asia Jaya,KG24,Taman Midah,4.7
KJ22,Taman Paramount,KG24,Taman Midah,4.6
KJ23,Taman Bahagia,KG24,Taman Midah,4.9
KJ24,Kelana Jaya,KG24,Taman Midah,5.1
KJ25,Lembah Subang,KG24,Taman Midah,4.9
KJ26,Ara Damansara,KG24,Taman Midah,5
KJ27,Glenmarie,KG24,Taman Midah,5.3
KJ28,Subang Jaya,KG24,Taman Midah,5.5
KJ29,SS 15,KG24,Taman Midah,5.1
KJ30,SS 18,KG24,Taman Midah,5.2
KJ31,USJ 7 (KJL),KG24,Taman Midah,5.5
KJ32,Taipan,KG24,Taman Midah,5.6
KJ33,Wawasan,KG24,Taman Midah,5
KJ34,USJ 21,KG24,Taman Midah,5.1
KJ35,Alam Megah,KG24,Taman Midah,5.1
KJ36,Subang Alam,KG24,Taman Midah,4.7
KJ37,Putra Heights (KJL),KG24,Taman Midah,4.3
KG4,Sungai Buloh,KG24,Taman Midah,4
KG5,Kampung Selamat,KG24,Taman Midah,3.9
KG5A,Kwasa Damansara,KG24,Taman Midah,3.6
KG6,Kwasa Sentral,KG24,Taman Midah,3.5
KG7,Kota Damansara,KG24,Taman Midah,3.2
KG8,Surian,KG24,Taman Midah,3.8
KG9,Mutiara Damansara,KG24,Taman Midah,3.6
KG10,Bandar Utama,KG24,Taman Midah,3.4
KG12,TTDI,KG24,Taman Midah,3.7
KG12A,Phileo Damansara,KG24,Taman Midah,3.5
KG13,Pusat Bandar Damansara,KG24,Taman Midah,3.5
KG14,Semantan,KG24,Taman Midah,3.3
KG15,Muzium Negara,KG24,Taman Midah,2.7
KG16,Pasar Seni (SBK),KG24,Taman Midah,2.7
KG17,Merdeka,KG24,Taman Midah,2.5
KG18A,Bukit Bintang,KG24,Taman Midah,2.3
KG20,Tun Razak Exchange (TRX),KG24,Taman Midah,1.9
KG21,Cochrane,KG24,Taman Midah,1.8
KG22,Maluri (SBK),KG24,Taman Midah,1.5
KG23,Taman Pertama,KG24,Taman Midah,1.1
KG24,Taman Midah,KG24,Taman Midah,0
KG25,Taman Mutiara,KG24,Taman Midah,1.3
KG26,Taman Connaught,KG24,Taman Midah,1.7
KG27,Taman Suntex,KG24,Taman Midah,2.1
KG28,Sri Raya,KG24,Taman Midah,2.4
KG29,Bandar Tun Hussein Onn,KG24,Taman Midah,2.8
KG30,Batu 11 Cheras,KG24,Taman Midah,2.7
KG31,Bukit Dukung,KG24,Taman Midah,3
KG33,Sungai Jernih,KG24,Taman Midah,3.1
KG34,Stadium Kajang,KG24,Taman Midah,3.3
KG35,Kajang,KG24,Taman Midah,3.5
KJ1,Gombak,KG25,Taman Mutiara,5.4
KJ2,Taman Melati,KG25,Taman Mutiara,5.6
KJ3,Wangsa Maju,KG25,Taman Mutiara,5.2
KJ4,Sri Rampai,KG25,Taman Mutiara,5
KJ5,Setiawangsa,KG25,Taman Mutiara,4.8
KJ6,Jelatek,KG25,Taman Mutiara,4.6
KJ7,Dato' Keramat,KG25,Taman Mutiara,4.5
KJ8,Damai,KG25,Taman Mutiara,4.3
KJ9,Ampang Park,KG25,Taman Mutiara,4.1
KJ10,KLCC,KG25,Taman Mutiara,4
KJ11,Kampung Baru,KG25,Taman Mutiara,3.7
KJ12,Dang Wangi,KG25,Taman Mutiara,3.5
KJ13,Masjid Jamek (KJL),KG25,Taman Mutiara,3.1
KJ14,Pasar Seni (KJL),KG25,Taman Mutiara,2.8
KJ15,KL Sentral (KJL),KG25,Taman Mutiara,3.1
KJ16,Bangsar,KG25,Taman Mutiara,3.4
KJ17,Abdullah Hukum,KG25,Taman Mutiara,3.7
KJ18,Kerinchi,KG25,Taman Mutiara,3.8
KJ19,Universiti,KG25,Taman Mutiara,4
KJ20,Taman Jaya,KG25,Taman Mutiara,4.5
KJ21,Asia Jaya,KG25,Taman Mutiara,4.7
KJ22,Taman Paramount,KG25,Taman Mutiara,4.6
KJ23,Taman Bahagia,KG25,Taman Mutiara,4.9
KJ24,Kelana Jaya,KG25,Taman Mutiara,5
KJ25,Lembah Subang,KG25,Taman Mutiara,4.9
KJ26,Ara Damansara,KG25,Taman Mutiara,5
KJ27,Glenmarie,KG25,Taman Mutiara,5.2
KJ28,Subang Jaya,KG25,Taman Mutiara,5.5
KJ29,SS 15,KG25,Taman Mutiara,5.1
KJ30,SS 18,KG25,Taman Mutiara,5.2
KJ31,USJ 7 (KJL),KG25,Taman Mutiara,5.5
KJ32,Taipan,KG25,Taman Mutiara,5.6
KJ33,Wawasan,KG25,Taman Mutiara,5
KJ34,USJ 21,KG25,Taman Mutiara,5.1
KJ35,Alam Megah,KG25,Taman Mutiara,5.4
KJ36,Subang Alam,KG25,Taman Mutiara,5
KJ37,Putra Heights (KJL),KG25,Taman Mutiara,4.6
KG4,Sungai Buloh,KG25,Taman Mutiara,4.1
KG5,Kampung Selamat,KG25,Taman Mutiara,4
KG5A,Kwasa Damansara,KG25,Taman Mutiara,3.8
KG6,Kwasa Sentral,KG25,Taman Mutiara,3.7
KG7,Kota Damansara,KG25,Taman Mutiara,3.4
KG8,Surian,KG25,Taman Mutiara,3.2
KG9,Mutiara Damansara,KG25,Taman Mutiara,3.8
KG10,Bandar Utama,KG25,Taman Mutiara,3.6
KG12,TTDI,KG25,Taman Mutiara,3.4
KG12A,Phileo Damansara,KG25,Taman Mutiara,3.7
KG13,Pusat Bandar Damansara,KG25,Taman Mutiara,3.3
KG14,Semantan,KG25,Taman Mutiara,3.1
KG15,Muzium Negara,KG25,Taman Mutiara,3
KG16,Pasar Seni (SBK),KG25,Taman Mutiara,2.8
KG17,Merdeka,KG25,Taman Mutiara,2.6
KG18A,Bukit Bintang,KG25,Taman Mutiara,2.6
KG20,Tun Razak Exchange (TRX),KG25,Taman Mutiara,2.3
KG21,Cochrane,KG25,Taman Mutiara,2.1
